아이디,성별,연령별,한국 방문횟수(카테고리),문1-1. 한국여행 관심 계기_1,문3-2. 고려한 관광인프라_1,여행동반자_그룹,방문 지역 수,여행 패턴,"문10. 1인 1일 지출경비(상하위 1% 대체, 61일 이상 결측)",문9-3. 총 체재기간_61일 이상 결측,문3-1. 고려한 관광활동_1순위
7515,2,4,1,경험형,여행 편의성,가족형,2,서울 단기형,123.55125,4.0,"역사, 전통, 자연"
7521,2,3,4,콘텐츠 및 문화,여행 편의성,가족형,1,서울 심층형,288.3,6.0,"역사, 전통, 자연"
7523,1,4,4,가성비 및 접근성,안전 및 퀄리티,단체형,2,서울 단기형,560.0,4.0,"역사, 전통, 자연"
7527,2,2,4,콘텐츠 및 문화,가성비,가족형,1,서울 단기형,157.3737,5.0,경험형
7529,2,3,2,콘텐츠 및 문화,여행 편의성,혼자형,3,서울 심층형,205.0,10.0,"역사, 전통, 자연"
7531,1,3,1,콘텐츠 및 문화,여행 편의성,단체형,3,서울 심층형,361.666666666667,6.0,특수 목적
7533,1,2,1,콘텐츠 및 문화,여행 편의성,혼자형,2,서울 심층형,394.515222222222,9.0,도시 소비형
7535,1,3,1,경험형,여행 편의성,가족형,4,서울 심층형,259.642857142857,14.0,"역사, 전통, 자연"
7538,1,5,4,경험형,여행 편의성,혼자형,1,서울 심층형,258.368571428571,7.0,경험형
7541,1,4,3,경험형,안전 및 퀄리티,가족형,2,서울 심층형,223.479166666667,12.0,"역사, 전통, 자연"
7543,2,2,4,콘텐츠 및 문화,안전 및 퀄리티,친구형,1,서울 심층형,341.333333333333,6.0,"역사, 전통, 자연"
7545,2,4,2,콘텐츠 및 문화,여행 편의성,가족형,1,서울 심층형,429.08,7.0,"역사, 전통, 자연"
7546,1,2,1,가성비 및 접근성,안전 및 퀄리티,친구형,1,서울 단기형,153.6,5.0,도시 소비형
7547,1,5,1,콘텐츠 및 문화,안전 및 퀄리티,가족형,1,서울 단기형,61.8,5.0,"역사, 전통, 자연"
7549,1,3,1,콘텐츠 및 문화,여행 편의성,단체형,2,서울 심층형,272.3385,6.0,"역사, 전통, 자연"
7552,2,5,1,경험형,가성비,가족형,2,서울 단기형,396.8,5.0,"역사, 전통, 자연"
7553,2,2,4,가성비 및 접근성,여행 편의성,친구형,1,서울 심층형,320.0,7.0,도시 소비형
7555,2,5,1,콘텐츠 및 문화,여행 편의성,가족형,5,서울 심층형,211.1878125,16.0,"역사, 전통, 자연"
7556,2,5,1,가성비 및 접근성,여행 편의성,가족형,1,서울 심층형,160.0,6.0,도시 소비형
7557,2,2,1,콘텐츠 및 문화,여행 편의성,친구형,1,서울 단기형,409.6,5.0,경험형
7559,2,5,1,경험형,가성비,가족형,1,서울 단기형,148.32,5.0,"역사, 전통, 자연"
7560,2,2,1,경험형,안전 및 퀄리티,친구형,1,서울 심층형,224.32275,14.0,경험형
7561,2,5,1,가성비 및 접근성,안전 및 퀄리티,가족형,1,서울 심층형,370.6250625,8.0,도시 소비형
7562,2,4,2,콘텐츠 및 문화,가성비,친구형,1,서울 단기형,123.6,5.0,도시 소비형
7563,1,3,3,가성비 및 접근성,여행 편의성,친구형,1,서울 심층형,636.16,6.0,도시 소비형
7564,1,6,1,콘텐츠 및 문화,여행 편의성,가족형,1,서울 단기형,281.9375,4.0,도시 소비형
7567,1,3,1,콘텐츠 및 문화,여행 편의성,가족형,3,서울 심층형,245.041363636364,11.0,"역사, 전통, 자연"
7573,2,2,4,경험형,가성비,단체형,1,서울 단기형,494.4,5.0,특수 목적
7575,1,2,1,경험형,여행 편의성,가족형,3,서울 심층형,128.952,14.0,경험형
7576,2,6,4,경험형,안전 및 퀄리티,혼자형,1,서울 단기형,386.75,4.0,경험형
7578,2,2,1,콘텐츠 및 문화,안전 및 퀄리티,친구형,1,서울 심층형,198.794933333333,6.0,경험형
7583,2,5,1,콘텐츠 및 문화,안전 및 퀄리티,친구형,1,서울 단기형,245.375,4.0,도시 소비형
7585,2,4,2,가성비 및 접근성,여행 편의성,친구형,1,서울 단기형,373.75,4.0,도시 소비형
7591,2,4,4,콘텐츠 및 문화,가성비,친구형,1,서울 심층형,231.333333333333,6.0,경험형
7592,2,2,1,경험형,여행 편의성,친구형,1,서울 심층형,247.853571428571,7.0,도시 소비형
7594,1,3,4,콘텐츠 및 문화,여행 편의성,혼자형,1,서울 단기형,1687.5,2.0,도시 소비형
7597,2,6,1,경험형,안전 및 퀄리티,혼자형,4,서울 심층형,370.666666666667,15.0,"역사, 전통, 자연"
7598,2,2,2,콘텐츠 및 문화,안전 및 퀄리티,혼자형,1,서울 단기형,347.0,2.0,경험형
7599,1,6,2,경험형,여행 편의성,가족형,2,서울 심층형,313.371428571429,7.0,"역사, 전통, 자연"
7602,2,1,1,경험형,여행 편의성,가족형,1,서울 심층형,371.693333333333,6.0,도시 소비형
7603,2,3,1,경험형,안전 및 퀄리티,가족형,3,서울 심층형,81.5625,6.0,경험형
7604,1,3,2,가성비 및 접근성,안전 및 퀄리티,가족형,1,서울 심층형,180.25,6.0,도시 소비형
7607,2,4,4,가성비 및 접근성,안전 및 퀄리티,가족형,2,서울 단기형,133.12,5.0,"역사, 전통, 자연"
7609,2,5,2,경험형,여행 편의성,가족형,1,서울 심층형,117.333333333333,6.0,특수 목적
7610,2,2,3,가성비 및 접근성,가성비,가족형,1,서울 단기형,387.6,4.0,"역사, 전통, 자연"
7611,2,2,3,콘텐츠 및 문화,여행 편의성,친구형,1,서울 단기형,268.8,5.0,도시 소비형
7612,2,2,2,가성비 및 접근성,여행 편의성,혼자형,2,서울 심층형,221.43,10.0,경험형
7614,1,3,1,경험형,여행 편의성,혼자형,3,서울 심층형,275.0,16.0,도시 소비형
7615,2,4,4,경험형,여행 편의성,가족형,1,서울 단기형,510.0,4.0,"역사, 전통, 자연"
7617,2,3,1,경험형,가성비,가족형,2,서울 단기형,144.8,5.0,도시 소비형
7618,2,3,4,경험형,안전 및 퀄리티,친구형,2,서울 심층형,378.27625,8.0,도시 소비형
7621,1,5,1,경험형,안전 및 퀄리티,가족형,2,서울 단기형,350.0,5.0,"역사, 전통, 자연"
7626,2,6,1,경험형,여행 편의성,친구형,3,서울 심층형,457.142857142857,7.0,도시 소비형
7627,1,5,1,콘텐츠 및 문화,가성비,가족형,3,서울 심층형,266.083333333333,6.0,특수 목적
7629,2,3,1,가성비 및 접근성,안전 및 퀄리티,친구형,2,서울 단기형,138.8,5.0,도시 소비형
7631,1,2,1,경험형,여행 편의성,가족형,1,서울 심층형,202.9775,6.0,특수 목적
7632,2,4,4,경험형,안전 및 퀄리티,가족형,1,서울 심층형,885.72,7.0,도시 소비형
7633,1,6,4,경험형,여행 편의성,가족형,2,수도권/지방형(탐험가형),237.246428571429,7.0,"역사, 전통, 자연"
7634,2,4,4,콘텐츠 및 문화,여행 편의성,친구형,1,서울 단기형,194.32,5.0,경험형
7635,1,3,1,콘텐츠 및 문화,안전 및 퀄리티,친구형,2,서울 심층형,180.424444444444,9.0,도시 소비형
7636,2,3,4,경험형,안전 및 퀄리티,혼자형,1,서울 심층형,341.634857142857,7.0,특수 목적
7637,2,3,2,가성비 및 접근성,여행 편의성,가족형,1,서울 단기형,694.0,3.0,경험형
7639,2,2,2,경험형,여행 편의성,친구형,2,서울 심층형,210.285714285714,7.0,"역사, 전통, 자연"
7642,2,1,1,경험형,여행 편의성,가족형,1,서울 심층형,143.800988333333,6.0,경험형
7643,2,2,2,콘텐츠 및 문화,안전 및 퀄리티,친구형,1,서울 단기형,394.8835,5.0,도시 소비형
7648,1,3,1,경험형,안전 및 퀄리티,가족형,1,서울 단기형,310.0,5.0,"역사, 전통, 자연"
7652,2,2,2,콘텐츠 및 문화,여행 편의성,친구형,1,서울 단기형,348.0,5.0,도시 소비형
7653,1,6,4,경험형,안전 및 퀄리티,가족형,3,서울 심층형,289.089166666667,10.0,"역사, 전통, 자연"
7655,2,3,4,콘텐츠 및 문화,가성비,친구형,2,서울 심층형,340.0,6.0,특수 목적
7658,1,1,1,콘텐츠 및 문화,여행 편의성,가족형,1,수도권/지방형(탐험가형),138.8,10.0,특수 목적
7660,1,6,3,콘텐츠 및 문화,여행 편의성,단체형,1,서울 심층형,184.525,8.0,"역사, 전통, 자연"
7661,2,3,3,콘텐츠 및 문화,여행 편의성,친구형,1,서울 단기형,216.666666666667,3.0,도시 소비형
7662,2,5,1,가성비 및 접근성,여행 편의성,가족형,2,서울 심층형,138.39375,8.0,도시 소비형
7663,2,2,4,콘텐츠 및 문화,여행 편의성,친구형,1,서울 단기형,266.5,3.0,특수 목적
7664,2,2,2,경험형,가성비,가족형,1,서울 단기형,238.333333333333,3.0,경험형
7665,2,4,3,콘텐츠 및 문화,가성비,혼자형,1,서울 단기형,173.333333333333,3.0,도시 소비형
7667,1,3,1,경험형,가성비,혼자형,1,서울 단기형,288.166666666667,3.0,경험형
7669,2,4,3,경험형,가성비,가족형,2,서울 심층형,414.444444444444,9.0,"역사, 전통, 자연"
7670,1,5,4,가성비 및 접근성,여행 편의성,혼자형,1,수도권/지방형(탐험가형),227.5,2.0,경험형
7671,2,2,3,콘텐츠 및 문화,여행 편의성,친구형,1,서울 단기형,357.5,3.0,경험형
7672,2,1,2,콘텐츠 및 문화,여행 편의성,가족형,1,서울 심층형,175.738095238095,7.0,특수 목적
7675,2,3,4,경험형,여행 편의성,가족형,2,서울 심층형,300.608,11.0,"역사, 전통, 자연"
7677,2,3,2,경험형,안전 및 퀄리티,가족형,1,서울 심층형,355.210625,8.0,도시 소비형
7678,1,5,2,경험형,안전 및 퀄리티,단체형,3,서울 단기형,160.08,5.0,"역사, 전통, 자연"
7679,1,2,1,가성비 및 접근성,여행 편의성,복합형(가족+친구),3,서울 심층형,176.008461538462,13.0,도시 소비형
7680,2,6,2,경험형,안전 및 퀄리티,단체형,1,서울 단기형,278.4,5.0,도시 소비형
7681,1,5,4,경험형,여행 편의성,가족형,2,서울 심층형,210.645538888889,9.0,"역사, 전통, 자연"
7682,1,5,1,가성비 및 접근성,안전 및 퀄리티,혼자형,1,서울 단기형,231.333333333333,3.0,특수 목적
7687,2,2,1,경험형,여행 편의성,복합형(가족+친구),2,서울 심층형,163.113846153846,13.0,도시 소비형
7688,2,2,1,콘텐츠 및 문화,안전 및 퀄리티,가족형,1,서울 심층형,116.209166666667,15.0,경험형
7689,2,2,1,경험형,가성비,혼자형,2,서울 심층형,113.04347826087,23.0,특수 목적
7690,2,4,4,가성비 및 접근성,가성비,친구형,1,서울 단기형,199.333333333333,3.0,도시 소비형
7691,2,4,1,경험형,안전 및 퀄리티,혼자형,3,서울 심층형,261.111111111111,18.0,"역사, 전통, 자연"
7694,1,2,1,경험형,안전 및 퀄리티,친구형,2,서울 심층형,243.733333333333,9.0,특수 목적
7697,2,1,1,콘텐츠 및 문화,여행 편의성,혼자형,1,서울 심층형,286.053333333333,6.0,"역사, 전통, 자연"
7698,2,2,1,경험형,안전 및 퀄리티,가족형,2,서울 심층형,334.262857142857,14.0,도시 소비형
7699,2,3,1,경험형,여행 편의성,가족형,3,서울 심층형,203.967346153846,13.0,"역사, 전통, 자연"
7700,2,3,1,콘텐츠 및 문화,안전 및 퀄리티,가족형,1,서울 심층형,201.08,10.0,"역사, 전통, 자연"
7701,2,2,1,경험형,여행 편의성,가족형,2,수도권/지방형(탐험가형),119.545454545455,11.0,"역사, 전통, 자연"
7702,1,2,1,경험형,여행 편의성,혼자형,2,서울 심층형,160.905,10.0,"역사, 전통, 자연"
7712,1,2,1,경험형,여행 편의성,가족형,1,서울 심층형,102.5,10.0,도시 소비형
7713,2,5,2,가성비 및 접근성,여행 편의성,가족형,1,서울 단기형,375.349333333333,5.0,도시 소비형
7716,1,2,1,콘텐츠 및 문화,여행 편의성,혼자형,1,서울 심층형,285.230769230769,13.0,도시 소비형
7717,2,2,1,콘텐츠 및 문화,여행 편의성,가족형,1,서울 심층형,410.75,16.0,경험형
7719,1,3,2,가성비 및 접근성,안전 및 퀄리티,가족형,2,서울 심층형,356.7,10.0,도시 소비형
7720,2,2,4,콘텐츠 및 문화,안전 및 퀄리티,혼자형,1,서울 심층형,334.95,12.0,도시 소비형
7724,1,2,1,가성비 및 접근성,가성비,가족형,2,서울 단기형,217.5,5.0,도시 소비형
7725,2,3,2,경험형,안전 및 퀄리티,가족형,1,서울 심층형,238.333333333333,6.0,경험형
7726,1,5,1,경험형,여행 편의성,가족형,1,서울 심층형,164.333333333333,6.0,"역사, 전통, 자연"
7731,2,5,4,콘텐츠 및 문화,가성비,친구형,1,서울 단기형,238.333333333333,3.0,경험형
7735,1,5,1,경험형,여행 편의성,단체형,2,서울 단기형,452.4,5.0,"역사, 전통, 자연"
7736,2,4,1,경험형,안전 및 퀄리티,단체형,2,서울 단기형,348.0,5.0,"역사, 전통, 자연"
7738,2,2,1,콘텐츠 및 문화,여행 편의성,친구형,3,서울 심층형,166.624615384615,13.0,"역사, 전통, 자연"
7740,2,3,1,경험형,여행 편의성,가족형,2,서울 심층형,193.345866666667,6.0,"역사, 전통, 자연"
7745,2,3,2,콘텐츠 및 문화,가성비,친구형,1,서울 단기형,249.166666666667,3.0,"역사, 전통, 자연"
7746,2,2,1,콘텐츠 및 문화,여행 편의성,친구형,4,서울 심층형,365.6,11.0,"역사, 전통, 자연"
7750,2,3,1,경험형,여행 편의성,가족형,1,서울 심층형,79.5212838709677,31.0,경험형
7753,2,2,1,콘텐츠 및 문화,가성비,친구형,1,서울 심층형,108.75705,11.0,경험형
7761,1,4,1,경험형,안전 및 퀄리티,친구형,1,서울 심층형,231.822388888889,9.0,도시 소비형
7766,1,3,1,콘텐츠 및 문화,안전 및 퀄리티,가족형,1,서울 심층형,281.58375,8.0,"역사, 전통, 자연"
7767,2,5,2,콘텐츠 및 문화,가성비,친구형,1,서울 단기형,320.666666666667,3.0,도시 소비형
7771,2,2,1,경험형,가성비,친구형,1,서울 단기형,242.9,4.0,도시 소비형
7777,2,2,1,콘텐츠 및 문화,여행 편의성,친구형,2,서울 단기형,138.8,5.0,도시 소비형
7780,1,3,1,경험형,안전 및 퀄리티,가족형,5,서울 심층형,132.810476190476,21.0,"역사, 전통, 자연"
7781,2,2,1,경험형,여행 편의성,가족형,3,서울 심층형,114.591428571429,7.0,특수 목적
7783,2,2,1,콘텐츠 및 문화,가성비,친구형,3,서울 단기형,429.0,5.0,특수 목적
7785,1,3,1,경험형,안전 및 퀄리티,가족형,3,서울 심층형,238.377777777778,9.0,특수 목적
7786,2,4,1,가성비 및 접근성,가성비,친구형,1,서울 단기형,172.25,4.0,도시 소비형
7787,2,1,1,콘텐츠 및 문화,안전 및 퀄리티,친구형,2,서울 심층형,188.055,9.0,"역사, 전통, 자연"
7788,2,2,1,가성비 및 접근성,안전 및 퀄리티,가족형,1,서울 단기형,292.5,3.0,도시 소비형
7791,1,3,1,경험형,여행 편의성,친구형,2,서울 심층형,208.95,9.0,특수 목적
7793,2,2,1,콘텐츠 및 문화,여행 편의성,혼자형,1,수도권/지방형(탐험가형),312.3,2.0,경험형
7797,1,2,1,경험형,여행 편의성,단체형,1,서울 단기형,249.84,5.0,도시 소비형
7798,1,1,1,경험형,안전 및 퀄리티,가족형,1,서울 심층형,91.8333333333333,6.0,"역사, 전통, 자연"
7799,1,3,4,경험형,여행 편의성,혼자형,2,서울 심층형,260.357786363636,11.0,도시 소비형
7800,2,5,2,경험형,여행 편의성,단체형,1,서울 단기형,22.0,5.0,특수 목적
7801,2,3,2,콘텐츠 및 문화,여행 편의성,친구형,1,서울 단기형,1041.0,4.0,경험형
7802,2,2,1,콘텐츠 및 문화,여행 편의성,혼자형,1,서울 단기형,235.96,2.0,경험형
7803,2,2,2,가성비 및 접근성,여행 편의성,친구형,2,서울 단기형,362.5235,4.0,도시 소비형
7805,1,4,1,경험형,여행 편의성,가족형,2,서울 심층형,107.88,10.0,경험형
7806,2,5,1,경험형,가성비,가족형,3,서울 심층형,309.386916666667,6.0,"역사, 전통, 자연"
7807,1,3,4,경험형,여행 편의성,가족형,1,서울 단기형,464.64,5.0,도시 소비형
7808,2,2,3,가성비 및 접근성,여행 편의성,친구형,1,서울 심층형,298.666666666667,6.0,도시 소비형
7810,1,3,1,경험형,안전 및 퀄리티,친구형,1,서울 단기형,272.5,4.0,"역사, 전통, 자연"
7811,2,3,1,콘텐츠 및 문화,안전 및 퀄리티,혼자형,1,수도권/지방형(탐험가형),337.566666666667,3.0,경험형
7813,2,2,1,경험형,여행 편의성,친구형,2,서울 심층형,262.56,10.0,도시 소비형
7815,2,2,1,콘텐츠 및 문화,여행 편의성,가족형,1,서울 단기형,584.96,5.0,특수 목적
7817,2,2,1,경험형,여행 편의성,친구형,2,서울 심층형,223.75,8.0,경험형
7818,1,2,1,경험형,안전 및 퀄리티,직장형,1,서울 단기형,649.45,4.0,특수 목적
7819,2,2,2,경험형,여행 편의성,친구형,1,서울 단기형,270.4,4.0,특수 목적
7820,1,5,1,콘텐츠 및 문화,안전 및 퀄리티,직장형,1,서울 단기형,297.9875,4.0,"역사, 전통, 자연"
7821,1,3,1,경험형,여행 편의성,혼자형,2,서울 심층형,168.888888888889,9.0,도시 소비형
7822,2,2,1,콘텐츠 및 문화,가성비,친구형,1,서울 단기형,201.5,3.0,도시 소비형
7824,2,4,4,경험형,여행 편의성,친구형,1,서울 단기형,520.5,4.0,"역사, 전통, 자연"
7825,2,3,2,콘텐츠 및 문화,여행 편의성,친구형,1,서울 심층형,666.666666666667,6.0,"역사, 전통, 자연"
7826,1,3,1,콘텐츠 및 문화,여행 편의성,단체형,1,서울 단기형,231.333333333333,3.0,도시 소비형
7827,2,4,4,콘텐츠 및 문화,여행 편의성,가족형,1,서울 단기형,354.95,4.0,경험형
7828,1,3,2,가성비 및 접근성,여행 편의성,가족형,1,서울 단기형,406.72,5.0,"역사, 전통, 자연"
7830,1,3,1,가성비 및 접근성,여행 편의성,가족형,1,서울 심층형,267.685714285714,7.0,도시 소비형
7831,2,3,1,경험형,여행 편의성,가족형,1,서울 단기형,396.72875,4.0,특수 목적
7832,2,3,3,콘텐츠 및 문화,안전 및 퀄리티,친구형,2,서울 단기형,365.8,5.0,특수 목적
7833,1,4,1,경험형,여행 편의성,가족형,1,서울 심층형,369.05,6.0,"역사, 전통, 자연"
7835,2,5,4,경험형,안전 및 퀄리티,친구형,1,서울 심층형,410.055555555556,9.0,경험형
7837,2,5,4,콘텐츠 및 문화,가성비,친구형,1,서울 단기형,139.75,4.0,"역사, 전통, 자연"
7838,2,3,2,가성비 및 접근성,안전 및 퀄리티,혼자형,1,서울 단기형,416.4,4.0,경험형
7839,2,2,4,콘텐츠 및 문화,여행 편의성,가족형,2,서울 단기형,264.333333333333,3.0,경험형
7841,2,2,4,콘텐츠 및 문화,여행 편의성,가족형,1,서울 심층형,299.853125,8.0,경험형
7842,2,3,2,경험형,여행 편의성,혼자형,1,서울 단기형,277.6,5.0,도시 소비형
7843,1,3,3,경험형,가성비,가족형,2,서울 심층형,321.893611111111,9.0,"역사, 전통, 자연"
7844,1,2,4,기타,가성비,혼자형,1,수도권/지방형(탐험가형),177.666666666667,3.0,경험형
7846,1,4,4,콘텐츠 및 문화,여행 편의성,가족형,1,서울 단기형,641.95,4.0,도시 소비형
7847,1,3,1,콘텐츠 및 문화,여행 편의성,복합형(가족+친구),2,서울 심층형,203.01316,10.0,"역사, 전통, 자연"
7848,2,3,4,경험형,여행 편의성,혼자형,1,서울 단기형,434.0,4.0,도시 소비형
7849,2,5,4,경험형,가성비,친구형,1,서울 단기형,260.0,3.0,도시 소비형
7850,2,2,2,콘텐츠 및 문화,안전 및 퀄리티,가족형,1,서울 심층형,141.942307692308,13.0,도시 소비형
7851,2,3,3,콘텐츠 및 문화,여행 편의성,친구형,1,서울 심층형,241.682333333333,6.0,경험형
7852,2,2,1,경험형,여행 편의성,가족형,2,서울 심층형,184.0125,8.0,도시 소비형
7853,2,4,1,콘텐츠 및 문화,가성비,친구형,1,서울 단기형,902.2,4.0,도시 소비형
7855,1,1,1,콘텐츠 및 문화,여행 편의성,가족형,1,서울 단기형,296.98,4.0,도시 소비형
7856,2,2,1,경험형,가성비,친구형,1,서울 단기형,419.74,5.0,"역사, 전통, 자연"
7858,1,2,1,가성비 및 접근성,안전 및 퀄리티,가족형,1,서울 심층형,369.05,6.0,도시 소비형
7859,2,3,2,가성비 및 접근성,여행 편의성,가족형,1,서울 단기형,1236.3175,5.0,도시 소비형
7861,1,5,1,경험형,여행 편의성,가족형,2,서울 심층형,246.033333333333,9.0,"역사, 전통, 자연"
7863,2,3,2,콘텐츠 및 문화,안전 및 퀄리티,친구형,2,서울 심층형,347.0,6.0,경험형
7864,2,3,1,경험형,여행 편의성,혼자형,1,서울 단기형,246.76,5.0,"역사, 전통, 자연"
7868,2,3,4,경험형,가성비,가족형,1,서울 단기형,294.42,5.0,"역사, 전통, 자연"
7869,2,3,1,경험형,여행 편의성,가족형,1,서울 심층형,213.805,6.0,"역사, 전통, 자연"
7870,2,3,1,가성비 및 접근성,여행 편의성,직장형,2,서울 단기형,336.48,5.0,도시 소비형
7871,1,2,1,경험형,여행 편의성,직장형,2,서울 단기형,492.102,5.0,특수 목적
7872,2,4,1,경험형,안전 및 퀄리티,직장형,7,서울 심층형,137.142857142857,7.0,"역사, 전통, 자연"
7873,2,3,1,콘텐츠 및 문화,안전 및 퀄리티,직장형,1,서울 심층형,57.5,7.0,특수 목적
7875,2,5,1,경험형,안전 및 퀄리티,가족형,1,서울 심층형,375.0,8.0,"역사, 전통, 자연"
7876,2,2,1,경험형,안전 및 퀄리티,단체형,3,서울 심층형,290.0,8.0,도시 소비형
7878,2,5,3,경험형,안전 및 퀄리티,단체형,2,서울 심층형,267.381428571429,7.0,도시 소비형
7879,1,3,1,경험형,여행 편의성,단체형,2,서울 심층형,210.3,6.0,경험형
7880,2,4,4,경험형,안전 및 퀄리티,친구형,1,서울 단기형,885.72,5.0,특수 목적
7884,2,2,1,콘텐츠 및 문화,여행 편의성,가족형,1,서울 단기형,365.625,3.0,경험형
7885,2,2,1,경험형,안전 및 퀄리티,가족형,2,서울 단기형,359.6,5.0,도시 소비형
7889,2,2,2,콘텐츠 및 문화,여행 편의성,단체형,1,서울 단기형,168.09,5.0,경험형
7890,2,2,3,콘텐츠 및 문화,안전 및 퀄리티,친구형,1,서울 단기형,463.666666666667,3.0,특수 목적
7891,1,4,1,경험형,가성비,단체형,3,서울 심층형,284.166666666667,6.0,"역사, 전통, 자연"
7892,2,2,1,경험형,가성비,가족형,2,서울 심층형,130.952380952381,14.0,경험형
7893,1,2,1,경험형,여행 편의성,혼자형,1,서울 단기형,416.4,3.0,"역사, 전통, 자연"
7895,2,4,1,경험형,안전 및 퀄리티,가족형,3,서울 단기형,296.4,5.0,도시 소비형
7896,2,4,1,가성비 및 접근성,가성비,직장형,1,서울 심층형,22.0,7.0,"역사, 전통, 자연"
7897,2,5,1,가성비 및 접근성,안전 및 퀄리티,직장형,1,서울 단기형,1377.5893,5.0,도시 소비형
7898,1,3,1,가성비 및 접근성,여행 편의성,가족형,1,서울 단기형,125.0,4.0,특수 목적
7901,2,2,1,콘텐츠 및 문화,여행 편의성,혼자형,1,서울 단기형,700.0,5.0,"역사, 전통, 자연"
7905,2,2,4,가성비 및 접근성,여행 편의성,단체형,1,서울 심층형,189.54,10.0,특수 목적
7909,1,3,1,가성비 및 접근성,안전 및 퀄리티,가족형,4,서울 단기형,232.0,5.0,경험형
7910,1,4,4,가성비 및 접근성,여행 편의성,가족형,1,서울 심층형,169.932890625,8.0,"역사, 전통, 자연"
7916,2,2,2,가성비 및 접근성,여행 편의성,혼자형,2,수도권/지방형(탐험가형),242.9,4.0,도시 소비형
7917,2,2,2,콘텐츠 및 문화,가성비,가족형,1,서울 단기형,268.0,5.0,특수 목적
7921,2,5,1,콘텐츠 및 문화,여행 편의성,가족형,2,서울 심층형,408.688571428571,7.0,도시 소비형
7922,2,2,3,가성비 및 접근성,여행 편의성,친구형,1,서울 단기형,402.52,3.0,도시 소비형
7928,1,2,4,콘텐츠 및 문화,여행 편의성,가족형,1,서울 단기형,237.9,5.0,특수 목적
7932,1,6,1,콘텐츠 및 문화,안전 및 퀄리티,가족형,1,서울 단기형,610.72,5.0,도시 소비형
7935,2,2,3,경험형,안전 및 퀄리티,혼자형,3,수도권/지방형(탐험가형),74.0740740740741,54.0,특수 목적
7938,1,2,1,콘텐츠 및 문화,여행 편의성,직장형,2,서울 단기형,238.333333333333,3.0,"역사, 전통, 자연"
7939,1,2,1,콘텐츠 및 문화,여행 편의성,직장형,2,서울 단기형,238.333333333333,3.0,"역사, 전통, 자연"
7940,1,4,1,경험형,가성비,가족형,1,서울 단기형,238.333333333333,3.0,도시 소비형
7944,2,4,4,콘텐츠 및 문화,가성비,친구형,1,서울 단기형,264.333333333333,3.0,도시 소비형
7945,1,6,1,경험형,안전 및 퀄리티,직장형,2,수도권/지방형(탐험가형),222.08,5.0,도시 소비형
7946,2,4,2,경험형,여행 편의성,복합형(가족+친구),6,서울 심층형,384.615384615385,13.0,"역사, 전통, 자연"
7951,2,4,1,경험형,가성비,가족형,4,서울 심층형,232.613,8.0,"역사, 전통, 자연"
7954,1,5,4,경험형,여행 편의성,친구형,2,서울 심층형,399.05,8.0,"역사, 전통, 자연"
7956,1,4,2,콘텐츠 및 문화,여행 편의성,직장형,1,서울 단기형,124.92,5.0,도시 소비형
7961,1,2,4,경험형,가성비,가족형,3,서울 단기형,180.96,5.0,경험형
7964,1,4,2,경험형,여행 편의성,가족형,2,서울 심층형,166.090909090909,11.0,"역사, 전통, 자연"
7965,2,2,2,콘텐츠 및 문화,여행 편의성,친구형,1,서울 단기형,249.84,3.0,경험형
7966,2,5,1,콘텐츠 및 문화,안전 및 퀄리티,가족형,3,서울 심층형,179.728571428571,21.0,경험형
7968,1,3,1,기타,여행 편의성,직장형,2,서울 심층형,304.5,6.0,도시 소비형
7970,2,2,1,경험형,여행 편의성,가족형,1,서울 심층형,263.654,6.0,도시 소비형
7971,1,5,4,기타,가성비,혼자형,1,수도권/지방형(탐험가형),1244.75,2.0,경험형
7972,2,2,1,경험형,안전 및 퀄리티,직장형,2,서울 심층형,188.5,6.0,"역사, 전통, 자연"
7973,2,2,1,경험형,안전 및 퀄리티,친구형,1,서울 심층형,162.5,8.0,"역사, 전통, 자연"
7974,1,4,2,경험형,여행 편의성,혼자형,1,서울 단기형,1050.0,4.0,도시 소비형
7975,1,5,1,경험형,여행 편의성,가족형,2,서울 심층형,263.9,6.0,도시 소비형
7976,1,5,1,콘텐츠 및 문화,안전 및 퀄리티,가족형,1,서울 단기형,249.84,3.0,도시 소비형
7977,1,3,1,경험형,여행 편의성,가족형,1,서울 단기형,98.46,5.0,경험형
7978,2,3,2,콘텐츠 및 문화,여행 편의성,가족형,3,서울 심층형,110.394545454545,33.0,특수 목적
7979,1,4,3,가성비 및 접근성,여행 편의성,친구형,1,서울 단기형,312.3,4.0,도시 소비형
7980,1,5,3,경험형,안전 및 퀄리티,가족형,3,서울 심층형,211.9625,16.0,경험형
7982,1,4,2,경험형,여행 편의성,가족형,1,서울 단기형,173.5,4.0,도시 소비형
7984,1,6,1,콘텐츠 및 문화,여행 편의성,가족형,1,서울 단기형,451.1,4.0,도시 소비형
7986,2,2,1,경험형,여행 편의성,가족형,1,서울 심층형,376.700666666667,6.0,도시 소비형
7987,2,4,4,콘텐츠 및 문화,여행 편의성,친구형,1,서울 단기형,299.0,2.0,도시 소비형
7991,2,2,2,콘텐츠 및 문화,여행 편의성,가족형,1,서울 단기형,929.5,1.0,도시 소비형
7992,1,4,1,콘텐츠 및 문화,안전 및 퀄리티,혼자형,1,서울 단기형,325.0,2.0,"역사, 전통, 자연"
