아이디,국가별,성별,연령별,문1. 주요 방한 목적,한국 방문횟수(카테고리),문1-1. 한국여행 관심 계기_1순위,문3-1. 고려한 관광활동_1순위,문3-2. 고려한 관광인프라_1순위,"문10. 1인 1일 지출경비(영향치 결측, 61일 이상 결측, 국제교통비 제외)",문9-3. 총 체재기간_61일 이상 결측,숙박시설_그룹,여행동반자_그룹,방문 지역 수,주요 체재 지역,총 국내 지출경비,총 식비_비율,총 국내 교통비_비율,총 체험/활동비_비율,총 뷰티/의료비_비율,총 여행 서비스비_비율,숙박비_비율,쇼핑비_비율,기타 비용_비율
13646.0,19.0,2.0,3.0,1,3.0,8.0,11.0,6.0,165.92,14.0,1. 호텔+2. 모텔/여관,가족형,9,서울,2322.9199999999996,0.23640934685654266,0.2364050419299847,0.04728100838599694,0.0,0.0,0.35460971535825603,0.11820467342827133,0.007090214040948462
13647.0,6.0,1.0,3.0,1,3.0,6.0,2.0,8.0,174.6,5.0,1. 호텔,직장형,1,서울,873.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0
13649.0,19.0,1.0,2.0,1,1.0,8.0,4.0,3.0,109.83,18.0,1. 호텔+3. 콘도미니엄/리조트,가족형,3,서울,1976.96,0.33332996115247654,0.04167003884752347,0.027780025898348982,0.0,0.027780025898348982,0.2777749676270638,0.2777749676270638,0.013890012949174491
13652.0,19.0,1.0,3.0,1,1.0,1.0,6.0,10.0,52.34,16.0,1. 호텔+2. 모텔/여관+8. 기타,단체형,4,서울,837.47,0.1475396133592845,0.34426307808040885,0.0,0.0,0.0,0.32786846095979555,0.16393423047989777,0.016394617120613277
13656.0,7.0,1.0,3.0,1,1.0,1.0,2.0,8.0,137.14,5.0,1. 호텔,직장형,1,서울,685.68,0.055550694201376746,0.0,0.0,0.0,0.5,0.0,0.4444493057986233,0.0
13660.0,19.0,2.0,4.0,1,1.0,1.0,3.0,6.0,58.97,21.0,1. 호텔,가족형,5,서울,1219.13,0.31531501972718246,0.16666803376178094,0.022524259102802816,0.0,0.0,0.45044416920262803,0.04504851820560563,0.0
13661.0,19.0,1.0,3.0,1,1.0,7.0,6.0,3.0,82.37,18.0,1. 호텔+8. 기타,가족형,3,서울,1482.73,0.14815239456947657,0.14814565025324908,0.14815239456947657,0.0,0.0,0.29629130050649816,0.2222184753798736,0.03703978472142602
13663.0,19.0,1.0,2.0,1,1.0,1.0,6.0,3.0,112.88,9.0,1. 호텔,가족형,2,서울,1015.9499999999998,0.2972980953787096,0.08108666765096709,0.02702888921698903,0.0,0.0,0.32431714159161384,0.27026920616172057,0.0
13667.0,18.0,2.0,5.0,1,1.0,3.0,4.0,6.0,70.18,19.0,1. 호텔+8. 기타,가족형,5,서울,1333.35,0.2965387932650842,0.09884876439044514,0.01647729403382458,0.0,0.011534855814302322,0.4942288221397233,0.08237147035662054,0.0
13668.0,3.0,1.0,3.0,1,2.0,5.0,4.0,5.0,101.12,10.0,1. 호텔,혼자형,1,제주,1011.2,0.46875,0.15625,0.0,0.0,0.0,0.3125,0.0625,0.0
13673.0,19.0,2.0,3.0,1,2.0,2.0,8.0,6.0,45.76,15.0,8. 기타,가족형,1,서울,686.44,0.3199988345667502,0.013329642794708933,0.0,0.0,0.0,0.5333313909445836,0.13334013169395723,0.0
13674.0,19.0,2.0,2.0,1,2.0,2.0,2.0,6.0,170.58,16.0,1. 호텔,가족형,4,서울,2619.46,0.26205401113206533,0.34066945095554046,0.020966153329312148,0.0,0.0,0.314465576874623,0.05241156574255762,0.00943324196590137
13676.0,97.0,2.0,5.0,1,3.0,8.0,5.0,3.0,207.3,8.0,1. 호텔,혼자형,2,서울,1658.45,0.1655642316620941,0.13244897343905454,0.06623051644607918,0.06622448671952727,0.0,0.46357140703669086,0.06622448671952727,0.03973589797702674
13678.0,3.0,2.0,3.0,1,1.0,4.0,3.0,3.0,71.1,5.0,1. 호텔,가족형,1,제주,355.5,0.3333333333333333,0.17777777777777778,0.0,0.0,0.0,0.3333333333333333,0.15555555555555556,0.0
13681.0,18.0,2.0,2.0,1,1.0,1.0,4.0,10.0,87.56,18.0,1. 호텔+4. 게스트하우스/호스텔,친구형,4,서울,1576.0700000000002,0.24390414131352034,0.19860792985083148,0.04181286364184332,0.0,0.0,0.34842995552228007,0.13937198220891203,0.0278731274626127
13683.0,3.0,1.0,2.0,1,1.0,1.0,3.0,5.0,110.6,5.0,1. 호텔,친구형,1,제주,553.0,0.2285714285714286,0.17142857142857143,0.0,0.0,0.0,0.2285714285714286,0.2857142857142857,0.08571428571428572
13684.0,3.0,2.0,2.0,1,1.0,11.0,2.0,5.0,123.77,6.0,1. 호텔,가족형,1,서울,742.6,0.2978723404255319,0.10638297872340426,0.0425531914893617,0.0,0.0,0.2127659574468085,0.3404255319148936,0.0
13686.0,3.0,2.0,2.0,1,1.0,8.0,11.0,6.0,128.3,6.0,1. 호텔,가족형,1,서울,769.78,0.24630413884486477,0.032840551845981975,0.0,0.0,0.0,0.28735482865234224,0.41050689807477464,0.022993582582036425
13687.0,19.0,1.0,2.0,1,1.0,1.0,10.0,1.0,59.16,11.0,4. 게스트하우스/호스텔,가족형,1,서울,650.75,0.27847867844794466,0.05907030349596619,0.13502881290818286,0.0,0.0,0.15611217825585863,0.33754898194391086,0.03376104494813676
13690.0,1.0,2.0,2.0,1,1.0,7.0,1.0,1.0,102.66,4.0,1. 호텔,친구형,1,제주,410.64,0.0,0.06779661016949153,0.0,0.0,0.5084745762711865,0.23728813559322035,0.06779661016949153,0.11864406779661017
13692.0,1.0,1.0,2.0,1,1.0,1.0,11.0,2.0,83.52,5.0,1. 호텔,혼자형,1,제주,417.6,0.5,0.0,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0
13695.0,1.0,2.0,3.0,1,1.0,4.0,1.0,11.0,190.24,5.0,1. 호텔,가족형,1,제주,951.1999999999999,0.12195121951219513,0.4146341463414634,0.0,0.0,0.0,0.07317073170731707,0.2926829268292683,0.0975609756097561
13699.0,1.0,1.0,3.0,1,1.0,9.0,1.0,4.0,130.85,5.0,1. 호텔,가족형,1,제주,654.2399999999999,0.28368794326241137,0.14184397163120568,0.0,0.0,0.0,0.21276595744680854,0.35460992907801425,0.007092198581560284
13702.0,1.0,1.0,2.0,1,2.0,3.0,3.0,5.0,126.67,5.0,7. 친척 또는 친구 집,가족형,1,제주,633.36,0.879120879120879,0.0,0.0,0.0,0.0,0.0,0.10989010989010987,0.010989010989010988
13704.0,5.0,2.0,2.0,1,1.0,7.0,2.0,6.0,119.95,31.0,4. 게스트하우스/호스텔,혼자형,1,서울,3718.31,0.14974544887327845,0.007487272443663923,0.0,0.0,0.0,0.4630867248830786,0.18718181109159807,0.19249874270838097
13706.0,1.0,2.0,2.0,1,2.0,7.0,1.0,6.0,634.75,5.0,1. 호텔,친구형,1,제주,3173.76,0.21929824561403508,0.10964912280701754,0.0,0.0,0.10087719298245613,0.13157894736842105,0.43859649122807015,0.0
13707.0,5.0,2.0,6.0,1,3.0,9.0,3.0,5.0,130.87,5.0,1. 호텔,가족형,1,서울,654.34,0.1372528043524773,0.029418956505792095,0.0,0.0,0.0,0.1960754347892533,0.6372528043524773,0.0
13708.0,1.0,2.0,2.0,1,1.0,1.0,3.0,4.0,126.67,5.0,1. 호텔,친구형,1,제주,633.36,0.32967032967032966,0.21978021978021975,0.0,0.0,0.0,0.4395604395604395,0.0,0.010989010989010988
13709.0,5.0,1.0,4.0,1,3.0,4.0,1.0,6.0,309.2,5.0,1. 호텔,단체형,1,서울,1546.02,0.16597456695256207,0.08298728347628104,0.08298728347628104,0.0,0.0,0.24896185042884308,0.4149364173814052,0.004152598284627625
13711.0,5.0,2.0,2.0,1,1.0,1.0,10.0,5.0,233.51,5.0,1. 호텔,친구형,1,서울,1167.53,0.2197802197802198,0.1098901098901099,0.1098901098901099,0.0,0.0,0.32967032967032966,0.2197802197802198,0.01098901098901099
13713.0,1.0,2.0,4.0,1,1.0,1.0,3.0,7.0,159.31,6.0,1. 호텔,가족형,1,제주,955.8399999999999,0.24271844660194178,0.12135922330097089,0.0,0.0,0.0,0.1941747572815534,0.3883495145631068,0.05339805825242719
13715.0,1.0,2.0,3.0,1,1.0,5.0,3.0,3.0,167.04,5.0,1. 호텔,가족형,1,제주,835.1999999999999,0.2777777777777778,0.11111111111111112,0.0,0.0,0.0,0.22222222222222224,0.3333333333333333,0.05555555555555556
13722.0,5.0,1.0,2.0,1,2.0,8.0,1.0,1.0,154.82,6.0,1. 호텔,가족형,1,서울,928.89,0.20718276652779122,0.005522720666602073,0.027624368870372167,0.0,0.0,0.3453046108796521,0.41436553305558244,0.0
13729.0,5.0,2.0,5.0,1,4.0,2.0,7.0,6.0,361.38,6.0,1. 호텔,복합형(가족+친구),1,서울,2168.2700000000004,0.19724019610103904,0.009860395614937251,0.0,0.0,0.0,0.19724019610103904,0.5917159763313609,0.003943235851623644
13730.0,5.0,2.0,2.0,1,3.0,7.0,1.0,6.0,485.62,5.0,1. 호텔,가족형,2,서울,2428.08,0.4623529702480973,0.009245988600046127,0.0,0.0,0.3963007808638925,0.0,0.13210026028796415,0.0
13735.0,5.0,2.0,4.0,1,2.0,4.0,4.0,3.0,134.0,6.0,1. 호텔,가족형,1,서울,804.01,0.1595751296625664,0.05319585577293815,0.0,0.0,0.7446797925398938,0.0,0.031915025932513275,0.010634196092088408
13739.0,8.0,2.0,3.0,1,2.0,8.0,5.0,8.0,134.38,8.0,1. 호텔,가족형,2,부산,1075.0,0.27906976744186046,0.023255813953488372,0.0,0.0,0.0,0.46511627906976744,0.23255813953488372,0.0
13741.0,7.0,1.0,3.0,1,1.0,1.0,2.0,2.0,129.52,5.0,1. 호텔,직장형,1,서울,647.59,0.0,0.0,0.0,0.0,0.4705909603298383,0.0,0.4705909603298383,0.058818079340323355
13742.0,1.0,2.0,2.0,1,1.0,1.0,3.0,1.0,85.19,5.0,1. 호텔,친구형,1,제주,425.95000000000005,0.32679892006103994,0.065359784012208,0.0,0.0,0.0,0.16339946003051997,0.424838596079352,0.019603239816879912
13749.0,7.0,1.0,3.0,1,2.0,2.0,2.0,8.0,190.47,6.0,1. 호텔,직장형,1,서울,1142.8,0.0,0.0,0.0,0.0,0.4,0.0,0.26666958347917397,0.33333041652082607
13750.0,10.0,2.0,2.0,1,1.0,7.0,7.0,3.0,103.4,8.0,4. 게스트하우스/호스텔,친구형,1,서울,827.2,0.13574709864603482,0.018097195357833655,0.045249032882011604,0.0,0.0,0.40724129593810443,0.36199226305609283,0.03167311411992263
13754.0,1.0,2.0,2.0,1,1.0,9.0,5.0,5.0,34.8,5.0,1. 호텔,친구형,1,제주,173.99999999999997,0.4,0.24000000000000002,0.0,0.0,0.0,0.2,0.16000000000000003,0.0
13758.0,10.0,2.0,2.0,1,3.0,2.0,3.0,3.0,96.25,7.0,1. 호텔,가족형,2,서울,673.75,0.27777365491651207,0.09723191094619665,0.0,0.0,0.0,0.27777365491651207,0.3333283858998145,0.013892393320964749
13763.0,1.0,2.0,4.0,1,2.0,2.0,1.0,2.0,222.2,4.0,7. 친척 또는 친구 집,가족형,1,서울,888.79,0.15661742368838533,0.060295457869688,0.0,0.0,0.0,0.0,0.7830871184419267,0.0
13764.0,10.0,1.0,2.0,1,1.0,1.0,12.0,6.0,238.62,8.0,1. 호텔,가족형,2,서울,1908.93,0.1568627450980392,0.011765753589707323,0.0392156862745098,0.0,0.0,0.19607843137254902,0.5882352941176471,0.007842089547547578
13765.0,7.0,1.0,3.0,1,1.0,1.0,2.0,3.0,87.07,7.0,1. 호텔,직장형,1,서울,609.49,0.0,0.0,0.0,0.0,0.4374969236574841,0.0,0.5000082035800423,0.06249487276247355
13766.0,1.0,1.0,3.0,1,2.0,2.0,2.0,1.0,99.3,6.0,1. 호텔,가족형,1,제주,595.78,0.2336432911477391,0.11215549363859142,0.0,0.0,0.0,0.1869146329181913,0.4672865822954782,0.0
13771.0,4.0,1.0,4.0,1,1.0,8.0,4.0,2.0,200.0,10.0,1. 호텔,친구형,1,서울,2000.0,0.25,0.0,0.0,0.0,0.15,0.5,0.1,0.0
13772.0,97.0,2.0,3.0,1,1.0,7.0,11.0,3.0,99.63,7.0,1. 호텔,가족형,2,서울,697.42,0.2755871641191821,0.0,0.0,0.0,0.09449112443004216,0.31496085572538784,0.31496085572538784,0.0
13773.0,7.0,1.0,3.0,1,1.0,1.0,2.0,3.0,228.56,5.0,1. 호텔,직장형,1,서울,1142.79,0.0,0.0,0.0,0.0,0.33333333333333337,0.0,0.33333333333333337,0.33333333333333337
13775.0,1.0,2.0,2.0,1,2.0,10.0,1.0,6.0,584.64,5.0,1. 호텔,친구형,2,서울,2923.2,0.14285714285714288,0.14285714285714288,0.0,0.09523809523809523,0.0,0.13333333333333333,0.4761904761904762,0.009523809523809525
13781.0,1.0,1.0,4.0,1,4.0,3.0,13.0,6.0,187.46,5.0,1. 호텔,가족형,2,서울,937.28,0.19801980198019803,0.12376237623762376,0.03465346534653465,0.0,0.0,0.297029702970297,0.34653465346534656,0.0
13782.0,12.0,1.0,2.0,1,4.0,2.0,2.0,6.0,500.0,15.0,1. 호텔,친구형,1,서울,7500.0,0.13333333333333333,0.02666666666666667,0.04,0.0,0.0,0.5333333333333333,0.26666666666666666,0.0
13783.0,11.0,2.0,2.0,1,1.0,7.0,4.0,3.0,297.9,8.0,1. 호텔,가족형,2,부산,2383.2,0.0075528700906344415,0.003021148036253777,0.0075528700906344415,0.0,0.906344410876133,0.0,0.07552870090634442,0.0
13784.0,7.0,1.0,2.0,1,2.0,2.0,2.0,8.0,167.61,5.0,1. 호텔,직장형,1,서울,838.0600000000001,0.09091234517814953,0.0,0.0,0.0,0.3636374483927165,0.0,0.3636374483927165,0.18181275803641744
13785.0,7.0,1.0,2.0,1,1.0,1.0,4.0,3.0,144.75,5.0,1. 호텔,직장형,1,서울,723.79,0.21053067878804627,0.0,0.0,0.0,0.42104754141394607,0.0,0.2631564404039846,0.10526533939402313
13786.0,1.0,2.0,2.0,1,1.0,1.0,3.0,2.0,201.84,5.0,1. 호텔,친구형,1,제주,1009.1999999999999,0.27586206896551724,0.027586206896551727,0.0,0.0,0.0,0.13793103448275862,0.5517241379310345,0.006896551724137932
13791.0,7.0,1.0,3.0,1,1.0,9.0,2.0,1.0,121.9,5.0,1. 호텔,직장형,1,서울,609.5,0.12500410172272355,0.0,0.0,0.0,0.5,0.0,0.24999179655455292,0.12500410172272355
13792.0,1.0,2.0,3.0,1,3.0,5.0,13.0,5.0,1193.64,4.0,1. 호텔,혼자형,1,서울,4774.5599999999995,0.05830903790087464,0.01457725947521866,0.0,0.2915451895043732,0.0,0.05247813411078718,0.5830903790087464,0.0
13793.0,1.0,2.0,4.0,1,2.0,4.0,11.0,1.0,112.23,4.0,5. 민박/펜션,가족형,1,서울,448.91999999999996,0.31007751937984496,0.0310077519379845,0.09302325581395349,0.0,0.0,0.4031007751937985,0.15503875968992248,0.007751937984496125
13795.0,1.0,2.0,2.0,1,1.0,1.0,1.0,5.0,299.74,6.0,1. 호텔,가족형,1,서울,1798.4599999999998,0.2321986588525739,0.030959821180343187,0.0015457669339323645,0.0,0.0,0.6191964236068637,0.11609932942628695,0.0
13797.0,1.0,1.0,2.0,1,1.0,4.0,3.0,5.0,464.0,3.0,1. 호텔,친구형,1,제주,1392.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
13802.0,1.0,1.0,3.0,1,1.0,1.0,1.0,4.0,105.79,5.0,1. 호텔,친구형,1,제주,528.96,0.3289473684210526,0.06578947368421052,0.0,0.0,0.0,0.2631578947368421,0.34210526315789475,0.0
13804.0,10.0,1.0,4.0,1,1.0,11.0,14.0,4.0,135.37,6.0,1. 호텔,가족형,1,서울,812.23,0.23041503022542875,0.032256873053199214,0.0,0.0,0.0,0.2764980362705145,0.4608300604508575,0.0
13806.0,1.0,2.0,2.0,1,1.0,5.0,13.0,4.0,104.4,4.0,1. 호텔,친구형,1,제주,417.6,0.2333333333333333,0.06666666666666667,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.03333333333333333
13809.0,1.0,2.0,5.0,1,1.0,1.0,3.0,5.0,135.49,5.0,1. 호텔,가족형,1,제주,677.44,0.3424657534246575,0.136986301369863,0.0,0.0,0.0,0.136986301369863,0.3424657534246575,0.0410958904109589
13810.0,10.0,2.0,2.0,1,1.0,1.0,1.0,1.0,65.5,14.0,1. 호텔,가족형,4,서울,917.0500000000001,0.22449157624993182,0.18367591734365626,0.057139741562619265,0.0,0.0,0.30612289406248294,0.20407829453137777,0.024491576249931847
13813.0,1.0,2.0,3.0,1,4.0,10.0,2.0,2.0,121.1,5.0,1. 호텔,가족형,1,제주,605.52,0.1724137931034483,0.0,0.034482758620689655,0.0,0.04597701149425287,0.1724137931034483,0.5747126436781609,0.0
13817.0,9.0,1.0,3.0,1,1.0,8.0,10.0,2.0,57.81,8.0,4. 게스트하우스/호스텔,가족형,1,서울,462.5,0.2702702702702703,0.08108108108108109,0.02702702702702703,0.0,0.05405405405405406,0.2702702702702703,0.2702702702702703,0.02702702702702703
13819.0,3.0,2.0,1.0,1,1.0,7.0,5.0,2.0,195.92,4.0,5. 민박/펜션,단체형,1,서울,783.68,0.28225806451612906,0.040322580645161296,0.0,0.0,0.0,0.40322580645161293,0.2741935483870968,0.0
13822.0,3.0,2.0,4.0,1,3.0,2.0,10.0,3.0,325.48,5.0,1. 호텔,가족형,1,서울,1627.4,0.0,0.0,0.0,0.0,0.6116504854368932,0.0,0.3883495145631068,0.0
13823.0,3.0,1.0,4.0,1,1.0,4.0,11.0,9.0,230.68,5.0,1. 호텔,가족형,1,서울,1153.4,0.0,0.0,0.0,0.0,0.8630136986301369,0.0,0.136986301369863,0.0
13824.0,3.0,1.0,3.0,1,4.0,5.0,10.0,4.0,230.68,5.0,1. 호텔,혼자형,1,서울,1153.4,0.0,0.0,0.0,0.0,0.7260273972602739,0.0,0.273972602739726,0.0
13826.0,1.0,2.0,5.0,1,1.0,3.0,2.0,4.0,108.17,6.0,1. 호텔,단체형,1,제주,649.02,0.2680965147453083,0.13404825737265416,0.0,0.0,0.0,0.053619302949061656,0.5361930294906166,0.00804289544235925
13827.0,1.0,2.0,4.0,1,1.0,4.0,3.0,1.0,121.57,5.0,1. 호텔,가족형,1,제주,607.84,0.30534351145038163,0.15267175572519082,0.038167938931297704,0.0,0.0,0.15267175572519082,0.3435114503816794,0.007633587786259541
13832.0,1.0,2.0,3.0,1,1.0,4.0,3.0,1.0,150.8,4.0,1. 호텔,가족형,1,제주,603.1999999999999,0.3076923076923077,0.038461538461538464,0.038461538461538464,0.0,0.0,0.23076923076923078,0.38461538461538464,0.0
13834.0,5.0,2.0,3.0,1,1.0,7.0,7.0,7.0,,4.0,1. 호텔,혼자형,1,서울,12012.97,0.0019820244285967585,0.004955477288297565,0.0,0.9910804738545089,0.0,0.0019820244285967585,0.0,0.0
13835.0,5.0,1.0,3.0,1,1.0,1.0,4.0,5.0,301.51,10.0,1. 호텔,혼자형,1,서울,3015.0499999999997,0.21276595744680854,0.04255319148936171,0.021276595744680854,0.0,0.0,0.4255319148936171,0.29787234042553196,0.0
13836.0,1.0,1.0,4.0,1,1.0,7.0,1.0,2.0,140.13,5.0,1. 호텔,가족형,1,제주,700.64,0.26490066225165565,0.33112582781456956,0.0,0.0,0.0,0.1986754966887417,0.1986754966887417,0.006622516556291391
13840.0,1.0,1.0,4.0,1,2.0,6.0,3.0,10.0,156.65,5.0,1. 호텔,가족형,1,제주,783.23,0.2962092871825645,0.2369674297460516,0.047393485949210314,0.0,0.0,0.2369674297460516,0.1777255723095387,0.004736795066583251
13841.0,1.0,2.0,2.0,1,2.0,7.0,3.0,6.0,120.83,4.0,1. 호텔,친구형,1,제주,483.29999999999995,0.14400993171942894,0.07200496585971447,0.04320297951582868,0.0,0.0,0.12960893854748604,0.5760397268777158,0.0351334574798262
13842.0,1.0,1.0,3.0,1,1.0,9.0,3.0,1.0,134.56,5.0,1. 호텔,가족형,1,제주,672.8000000000001,0.3103448275862069,0.1379310344827586,0.0,0.0,0.0,0.26206896551724135,0.17241379310344826,0.11724137931034481
13843.0,1.0,1.0,5.0,1,2.0,6.0,6.0,5.0,138.5,5.0,1. 호텔,가족형,1,제주,692.52,0.35175879396984927,0.15075376884422112,0.04020100502512563,0.0,0.0,0.2512562814070352,0.20100502512562812,0.005025125628140704
13844.0,1.0,1.0,5.0,1,1.0,7.0,1.0,1.0,105.1,6.0,1. 호텔,가족형,1,제주,630.5799999999999,0.44149830314948146,0.13244949094484443,0.044149830314948145,0.0,0.0,0.26489898188968886,0.11037457578737037,0.006628817913666783
13845.0,10.0,1.0,3.0,1,1.0,4.0,5.0,6.0,104.4,4.0,1. 호텔,혼자형,1,제주,417.6,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0
13846.0,10.0,1.0,2.0,1,1.0,9.0,3.0,6.0,208.8,3.0,1. 호텔,혼자형,1,제주,626.4000000000001,0.44444444444444436,0.17777777777777776,0.0,0.0,0.0,0.22222222222222218,0.0,0.15555555555555553
13847.0,10.0,2.0,5.0,1,2.0,2.0,3.0,3.0,124.77,6.0,1. 호텔,친구형,1,제주,748.6,0.6,0.0,0.0,0.0,0.0,0.39999999999999997,0.0,0.0
13848.0,10.0,1.0,5.0,1,1.0,7.0,5.0,4.0,101.44,5.0,1. 호텔,가족형,1,제주,507.18000000000006,0.3690011435782168,0.188197484127923,0.07380022871564335,0.0,0.0,0.3690011435782168,0.0,0.0
13850.0,10.0,2.0,3.0,1,1.0,1.0,11.0,6.0,56.15,6.0,5. 민박/펜션,가족형,1,제주,336.88,0.33332343861315605,0.277784374257896,0.0,0.0,0.0,0.277784374257896,0.11110781287105201,0.0
13851.0,10.0,2.0,4.0,1,1.0,4.0,4.0,9.0,116.18,8.0,1. 호텔,친구형,2,부산,929.4599999999999,0.4761904761904763,0.11904761904761907,0.0,0.0,0.0,0.23809523809523814,0.16666666666666669,0.0
13853.0,2.0,2.0,4.0,1,2.0,7.0,2.0,4.0,162.87,3.0,1. 호텔,친구형,1,서울,488.6,0.10028653295128939,0.050143266475644696,0.0,0.0,0.0,0.10744985673352435,0.7163323782234957,0.025787965616045842
13856.0,97.0,2.0,3.0,1,1.0,1.0,1.0,3.0,102.14,5.0,1. 호텔,가족형,1,서울,510.72,0.32258380325814534,0.1075344611528822,0.0537672305764411,0.0,0.0,0.37633145363408516,0.1075344611528822,0.03224859022556391
13860.0,5.0,2.0,4.0,1,2.0,5.0,11.0,5.0,216.51,8.0,1. 호텔,가족형,2,서울,1667.9,0.3846153846153846,0.0,0.0,0.0,0.0,0.3846153846153846,0.23076923076923075,0.0
13873.0,11.0,2.0,1.0,1,1.0,4.0,11.0,8.0,167.5,8.0,1. 호텔,직장형,1,서울,1340.0,0.11194029850746269,0.14925373134328357,0.09328358208955224,0.0,0.0,0.5597014925373134,0.07462686567164178,0.011194029850746268
13874.0,2.0,2.0,4.0,1,4.0,7.0,7.0,6.0,192.5,4.0,1. 호텔,친구형,2,서울,770.0,0.18181818181818182,0.05454545454545454,0.18181818181818182,0.0,0.0,0.2727272727272727,0.2727272727272727,0.03636363636363636
13875.0,97.0,1.0,3.0,1,1.0,1.0,5.0,7.0,250.25,4.0,1. 호텔,친구형,1,서울,1001.0,0.999000999000999,0.0,0.0,0.0,0.0,0.000999000999000999,0.0,0.0
13876.0,7.0,1.0,3.0,1,1.0,6.0,2.0,5.0,152.37,5.0,1. 호텔,직장형,1,서울,761.8699999999999,0.0,0.0,0.0,0.0,0.44999803116017173,0.0,0.2500032813997139,0.2999986874401145
13877.0,3.0,2.0,5.0,1,2.0,2.0,1.0,1.0,126.4,5.0,1. 호텔,가족형,1,제주,632.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25,0.0
13879.0,5.0,2.0,2.0,1,2.0,7.0,7.0,3.0,97.25,4.0,4. 게스트하우스/호스텔,혼자형,1,서울,389.02000000000004,0.3916765204873785,0.05876304560176854,0.00979384093362809,0.0,0.0,0.2851524343221428,0.19585111305331343,0.05876304560176854
13882.0,97.0,1.0,2.0,1,1.0,1.0,1.0,9.0,237.5,4.0,1. 호텔,혼자형,2,서울,950.0,0.21052631578947367,0.05263157894736842,0.0,0.0,0.5263157894736842,0.21052631578947367,0.0,0.0
13883.0,12.0,2.0,2.0,1,1.0,8.0,13.0,7.0,235.54,6.0,1. 호텔,가족형,1,서울,938.78,0.06738532989624832,0.016169922665587252,0.0,0.6738532989624832,0.0,0.18868105413408892,0.05391039434159228,0.0
13885.0,3.0,2.0,2.0,1,1.0,10.0,3.0,7.0,111.65,5.0,1. 호텔,가족형,1,제주,558.27,0.0,0.0,0.0,0.0,0.8490515342038799,0.0,0.15094846579612015,0.0
13886.0,12.0,1.0,1.0,1,1.0,1.0,11.0,10.0,104.46,56.0,1. 호텔+7. 친척 또는 친구 집,가족형,4,충북,5850.0,0.17094017094017094,0.08547008547008547,0.05128205128205128,0.0,0.0,0.3418803418803419,0.3418803418803419,0.008547008547008548
13890.0,7.0,1.0,3.0,1,1.0,1.0,4.0,8.0,190.47,6.0,1. 호텔,직장형,2,서울,1142.8,0.0,0.0,0.0,0.0,0.33333041652082607,0.0,0.4,0.26666958347917397
13893.0,3.0,2.0,2.0,1,2.0,5.0,10.0,3.0,63.2,7.0,5. 민박/펜션,친구형,1,제주,442.4,0.35714285714285715,0.14285714285714288,0.0,0.0,0.0,0.5,0.0,0.0
13894.0,18.0,1.0,2.0,1,2.0,2.0,3.0,3.0,160.17,12.0,1. 호텔,친구형,2,서울,1922.03,0.34285625094301336,0.040004578492531334,0.0,0.0,0.045712085659432994,0.3999989594335156,0.17142812547150668,0.0
13898.0,12.0,2.0,2.0,1,1.0,8.0,11.0,6.0,270.0,10.0,4. 게스트하우스/호스텔,단체형,3,서울,2700.0,0.0,0.0,0.0,0.0,0.7407407407407407,0.0,0.25925925925925924,0.0
13900.0,19.0,2.0,2.0,1,3.0,3.0,16.0,6.0,109.83,5.0,7. 친척 또는 친구 집,혼자형,1,서울,549.1600000000001,0.30000364192585033,0.10000728385170077,0.0,0.0,0.0,0.0,0.5999890742224487,0.0
13902.0,7.0,1.0,3.0,1,1.0,6.0,2.0,3.0,253.95,6.0,1. 호텔,직장형,1,서울,1523.73,0.0,0.0,0.0,0.0,0.3000006562842498,0.0,0.6999993437157501,0.0
13904.0,7.0,1.0,3.0,1,1.0,4.0,1.0,1.0,317.44,6.0,1. 호텔,직장형,1,서울,1904.6599999999999,0.12000042002247122,0.0,0.0,0.0,0.199998949943822,0.0,0.600002100112356,0.0799985299213508
13905.0,3.0,2.0,4.0,1,2.0,4.0,3.0,9.0,237.0,5.0,1. 호텔,직장형,1,제주,1185.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.0
13906.0,16.0,1.0,3.0,1,1.0,1.0,5.0,6.0,165.63,7.0,1. 호텔,가족형,2,서울,1159.43,0.3305762314240618,0.03305934812795942,0.011022657685241886,0.0,0.08815538669863639,0.4958643471360927,0.027548019285338485,0.013774009642669243
13907.0,18.0,2.0,2.0,1,1.0,1.0,10.0,6.0,101.99,14.0,1. 호텔,가족형,1,서울,1427.8,0.19230984731755146,0.038464770976327216,0.0,0.0,0.0,0.38461269085306066,0.38461269085306066,0.0
13910.0,10.0,2.0,2.0,1,1.0,7.0,10.0,8.0,37.43,4.0,1. 호텔,가족형,1,서울,325.58,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
