아이디,국가별,성별,연령별,문1. 주요 방한 목적,한국 방문횟수(카테고리),문1-1. 한국여행 관심 계기_1순위,문3-1. 고려한 관광활동_1순위,문3-2. 고려한 관광인프라_1순위,"문10. 1인 1일 지출경비(영향치 결측, 61일 이상 결측, 국제교통비 제외)",문9-3. 총 체재기간_61일 이상 결측,숙박시설_그룹,여행동반자_그룹,방문 지역 수,주요 체재 지역
11646.0,19.0,1.0,2.0,1,1.0,1.0,4.0,3.0,115.19,12.0,1. 호텔,가족형,3,서울
11647.0,18.0,2.0,5.0,1,1.0,1.0,5.0,3.0,219.82,7.0,1. 호텔,가족형,2,경기
11649.0,19.0,2.0,5.0,1,1.0,8.0,6.0,6.0,407.8,19.0,1. 호텔,가족형,4,서울
11650.0,16.0,2.0,3.0,1,1.0,8.0,1.0,5.0,468.17,5.0,1. 호텔,가족형,2,서울
11651.0,19.0,2.0,2.0,1,1.0,7.0,6.0,6.0,119.05,11.0,1. 호텔,혼자형,1,서울
11658.0,3.0,2.0,6.0,1,2.0,11.0,2.0,3.0,161.0,5.0,1. 호텔,친구형,1,서울
11666.0,97.0,2.0,3.0,1,1.0,1.0,11.0,1.0,136.83,13.0,1. 호텔+4. 게스트하우스/호스텔,친구형,4,서울
11667.0,3.0,1.0,4.0,1,1.0,4.0,1.0,6.0,85.1,5.0,1. 호텔,가족형,3,서울
11669.0,18.0,1.0,2.0,1,1.0,4.0,3.0,5.0,176.43,6.0,1. 호텔,친구형,1,서울
11670.0,3.0,2.0,1.0,1,3.0,7.0,10.0,3.0,170.39,6.0,1. 호텔,가족형,1,서울
11672.0,1.0,1.0,2.0,1,1.0,1.0,8.0,6.0,111.62,10.0,1. 호텔,가족형,1,서울
11674.0,3.0,2.0,4.0,1,2.0,10.0,4.0,6.0,101.3,6.0,1. 호텔,가족형,1,서울
11675.0,1.0,2.0,2.0,1,1.0,7.0,5.0,3.0,114.83,3.0,1. 호텔,친구형,1,서울
11677.0,1.0,2.0,2.0,1,1.0,7.0,7.0,3.0,140.1,3.0,1. 호텔,혼자형,1,서울
11678.0,2.0,1.0,6.0,1,4.0,5.0,10.0,4.0,175.95,4.0,1. 호텔,혼자형,2,인천
11687.0,13.0,1.0,2.0,1,1.0,1.0,5.0,5.0,266.67,6.0,1. 호텔,직장형,3,서울
11689.0,13.0,1.0,4.0,1,1.0,9.0,14.0,3.0,291.67,6.0,1. 호텔,직장형,3,서울
11690.0,17.0,2.0,2.0,1,4.0,5.0,11.0,5.0,303.33,3.0,2. 모텔/여관,가족형,3,인천
11691.0,13.0,2.0,4.0,1,2.0,2.0,12.0,11.0,400.0,5.0,1. 호텔,직장형,3,서울
11694.0,13.0,2.0,4.0,1,2.0,2.0,1.0,6.0,490.0,5.0,1. 호텔,단체형,2,서울
11695.0,13.0,1.0,4.0,1,1.0,1.0,1.0,5.0,140.0,5.0,1. 호텔,가족형,3,서울
11698.0,13.0,2.0,4.0,1,1.0,1.0,5.0,3.0,342.86,7.0,1. 호텔,친구형,2,서울
11703.0,13.0,2.0,2.0,1,1.0,1.0,3.0,3.0,55.21,12.0,1. 호텔,가족형,1,서울
11707.0,5.0,2.0,4.0,1,2.0,4.0,2.0,6.0,112.71,6.0,1. 호텔,가족형,2,서울
11711.0,7.0,2.0,2.0,1,1.0,1.0,10.0,10.0,112.75,6.0,1. 호텔,직장형,2,서울
11713.0,7.0,1.0,2.0,1,1.0,1.0,2.0,9.0,150.33,5.0,1. 호텔,직장형,1,서울
11716.0,4.0,2.0,5.0,1,2.0,2.0,5.0,6.0,102.38,7.0,1. 호텔,가족형,1,서울
11718.0,7.0,1.0,2.0,1,2.0,2.0,11.0,4.0,187.92,6.0,1. 호텔,단체형,2,서울
11721.0,4.0,1.0,2.0,1,1.0,4.0,6.0,4.0,391.17,6.0,1. 호텔,혼자형,2,서울
11731.0,3.0,1.0,2.0,1,1.0,10.0,2.0,3.0,74.87,5.0,1. 호텔,가족형,1,서울
11733.0,3.0,2.0,3.0,1,4.0,2.0,1.0,5.0,528.08,5.0,1. 호텔,혼자형,2,서울
11736.0,3.0,1.0,5.0,1,1.0,8.0,1.0,5.0,186.94,6.0,1. 호텔,가족형,1,서울
11739.0,4.0,2.0,2.0,1,1.0,1.0,4.0,2.0,76.19,21.0,4. 게스트하우스/호스텔,혼자형,1,서울
11740.0,3.0,2.0,5.0,1,1.0,1.0,1.0,3.0,86.54,6.0,1. 호텔,가족형,1,서울
11743.0,3.0,1.0,4.0,1,4.0,8.0,1.0,2.0,217.35,4.0,1. 호텔,가족형,1,서울
11744.0,7.0,1.0,2.0,1,3.0,5.0,12.0,3.0,169.12,4.0,1. 호텔,가족형,1,서울
11745.0,2.0,2.0,3.0,1,4.0,7.0,7.0,3.0,197.8,3.0,1. 호텔,혼자형,1,서울
11746.0,2.0,2.0,5.0,1,3.0,5.0,1.0,4.0,295.55,3.0,1. 호텔,가족형,1,서울
11747.0,7.0,1.0,2.0,1,1.0,1.0,10.0,3.0,135.3,5.0,1. 호텔,직장형,1,서울
11750.0,7.0,1.0,2.0,1,1.0,5.0,2.0,2.0,244.29,4.0,1. 호텔,직장형,1,서울
11752.0,2.0,2.0,2.0,1,4.0,7.0,7.0,4.0,184.0,3.0,1. 호텔,혼자형,1,서울
11753.0,4.0,1.0,5.0,1,3.0,2.0,2.0,6.0,110.71,7.0,8. 기타,단체형,1,서울
11754.0,7.0,2.0,3.0,1,1.0,5.0,2.0,8.0,150.33,4.0,1. 호텔,직장형,1,서울
11759.0,14.0,2.0,2.0,1,1.0,7.0,4.0,6.0,134.07,6.0,1. 호텔+4. 게스트하우스/호스텔,친구형,3,서울
11760.0,7.0,1.0,3.0,1,2.0,8.0,2.0,3.0,135.3,5.0,1. 호텔,직장형,1,서울
11761.0,2.0,2.0,6.0,1,4.0,7.0,1.0,5.0,318.26,4.0,1. 호텔,가족형,1,서울
11764.0,15.0,1.0,2.0,1,1.0,1.0,1.0,10.0,400.26,3.0,1. 호텔,혼자형,1,서울
11768.0,2.0,2.0,4.0,1,1.0,11.0,2.0,4.0,351.9,3.0,1. 호텔,가족형,1,서울
11771.0,7.0,1.0,2.0,1,2.0,4.0,11.0,6.0,213.75,8.0,1. 호텔+2. 모텔/여관,혼자형,2,서울
11772.0,7.0,2.0,3.0,1,4.0,10.0,4.0,3.0,165.37,5.0,1. 호텔+7. 친척 또는 친구 집,단체형,3,서울
11774.0,2.0,2.0,5.0,1,4.0,7.0,1.0,4.0,179.4,3.0,1. 호텔,가족형,1,서울
11779.0,7.0,1.0,3.0,1,1.0,7.0,2.0,3.0,120.27,5.0,1. 호텔,직장형,1,서울
11780.0,2.0,1.0,2.0,1,1.0,6.0,1.0,6.0,127.35,3.0,1. 호텔,친구형,1,서울
11783.0,14.0,2.0,5.0,1,1.0,7.0,7.0,6.0,147.49,11.0,1. 호텔,가족형,2,서울
11785.0,2.0,2.0,2.0,1,2.0,10.0,7.0,6.0,317.4,2.0,1. 호텔,친구형,1,서울
11789.0,7.0,2.0,3.0,1,1.0,4.0,12.0,2.0,187.92,4.0,1. 호텔,직장형,1,서울
11793.0,14.0,1.0,4.0,1,1.0,8.0,5.0,5.0,124.04,8.0,1. 호텔,가족형,1,서울
11795.0,14.0,1.0,1.0,1,1.0,8.0,1.0,8.0,94.33,8.0,1. 호텔,가족형,2,서울
11796.0,14.0,2.0,4.0,1,1.0,3.0,6.0,1.0,156.25,8.0,1. 호텔,단체형,1,서울
11803.0,10.0,2.0,5.0,1,1.0,9.0,4.0,9.0,202.48,8.0,1. 호텔,가족형,3,서울
11804.0,7.0,2.0,3.0,1,1.0,4.0,11.0,4.0,206.71,4.0,1. 호텔,직장형,1,서울
11806.0,14.0,2.0,1.0,1,1.0,3.0,5.0,2.0,63.06,4.0,1. 호텔,가족형,1,서울
11810.0,15.0,2.0,4.0,1,1.0,1.0,4.0,5.0,55.59,5.0,4. 게스트하우스/호스텔,가족형,1,서울
11812.0,15.0,2.0,2.0,1,1.0,1.0,3.0,6.0,81.72,8.0,4. 게스트하우스/호스텔,가족형,3,서울
11817.0,15.0,1.0,4.0,1,1.0,1.0,11.0,3.0,233.49,9.0,1. 호텔,가족형,4,서울
11818.0,2.0,2.0,2.0,1,1.0,5.0,2.0,5.0,271.4,3.0,1. 호텔,친구형,1,서울
11819.0,10.0,2.0,5.0,1,2.0,2.0,2.0,6.0,119.67,9.0,1. 호텔,가족형,2,서울
11821.0,2.0,1.0,2.0,1,4.0,6.0,2.0,5.0,73.14,4.0,1. 호텔,친구형,1,서울
11822.0,15.0,2.0,5.0,1,1.0,1.0,1.0,3.0,190.6,7.0,1. 호텔,가족형,1,서울
11827.0,5.0,2.0,2.0,1,1.0,1.0,3.0,4.0,115.75,7.0,1. 호텔,가족형,2,서울
11829.0,6.0,2.0,5.0,1,1.0,11.0,2.0,9.0,485.71,7.0,1. 호텔,직장형,2,서울
11830.0,5.0,2.0,1.0,1,1.0,8.0,1.0,5.0,141.78,6.0,4. 게스트하우스/호스텔,가족형,1,서울
11833.0,5.0,2.0,5.0,1,2.0,8.0,1.0,3.0,484.88,5.0,1. 호텔,가족형,2,서울
11839.0,15.0,1.0,2.0,1,1.0,1.0,11.0,4.0,129.13,14.0,1. 호텔+7. 친척 또는 친구 집,가족형,2,울산
11848.0,1.0,2.0,3.0,1,4.0,8.0,7.0,5.0,168.81,4.0,1. 호텔,친구형,1,서울
11852.0,1.0,2.0,2.0,1,1.0,3.0,1.0,9.0,183.73,3.0,1. 호텔,친구형,1,서울
11858.0,12.0,2.0,1.0,1,1.0,6.0,11.0,3.0,184.8,3.0,1. 호텔,가족형,1,서울
11860.0,1.0,2.0,4.0,1,2.0,8.0,1.0,6.0,76.82,4.0,7. 친척 또는 친구 집,혼자형,2,인천
11865.0,13.0,2.0,2.0,1,1.0,7.0,2.0,10.0,127.3,4.0,1. 호텔,친구형,1,서울
11870.0,1.0,1.0,2.0,1,4.0,7.0,1.0,1.0,47.57,21.0,1. 호텔,친구형,1,서울
11873.0,13.0,2.0,2.0,1,2.0,2.0,4.0,5.0,78.17,3.0,1. 호텔,친구형,1,서울
11880.0,18.0,2.0,3.0,1,1.0,1.0,5.0,5.0,97.27,23.0,1. 호텔+8. 기타,친구형,3,서울
11881.0,8.0,2.0,1.0,1,2.0,9.0,7.0,5.0,63.07,6.0,1. 호텔,가족형,2,서울
11882.0,8.0,2.0,4.0,1,3.0,2.0,3.0,6.0,26.78,7.0,7. 친척 또는 친구 집,가족형,2,서울
11883.0,1.0,2.0,2.0,1,1.0,7.0,7.0,3.0,232.54,4.0,1. 호텔,친구형,1,서울
11884.0,8.0,2.0,2.0,1,1.0,1.0,11.0,6.0,44.34,5.0,1. 호텔+4. 게스트하우스/호스텔,기타형,2,서울
11885.0,8.0,2.0,2.0,1,1.0,1.0,9.0,3.0,107.1,4.0,4. 게스트하우스/호스텔,가족형,1,서울
11887.0,18.0,1.0,4.0,1,1.0,1.0,4.0,3.0,354.67,4.0,1. 호텔,친구형,1,서울
11889.0,10.0,2.0,2.0,1,4.0,2.0,3.0,4.0,130.77,5.0,1. 호텔,가족형,2,강원
11892.0,18.0,2.0,2.0,1,1.0,1.0,6.0,5.0,74.21,5.0,4. 게스트하우스/호스텔,가족형,1,서울
11893.0,13.0,2.0,2.0,1,1.0,4.0,7.0,8.0,350.0,6.0,1. 호텔,혼자형,1,서울
11894.0,4.0,1.0,5.0,1,1.0,1.0,6.0,2.0,2532.5,4.0,1. 호텔,가족형,1,서울
11895.0,10.0,1.0,2.0,1,1.0,1.0,6.0,3.0,277.58,9.0,4. 게스트하우스/호스텔,가족형,2,서울
11896.0,19.0,1.0,4.0,1,1.0,8.0,4.0,3.0,138.49,21.0,1. 호텔,가족형,3,서울
11898.0,1.0,2.0,2.0,1,1.0,7.0,7.0,6.0,129.19,4.0,1. 호텔,친구형,1,서울
11900.0,19.0,1.0,2.0,1,3.0,2.0,4.0,6.0,125.6,53.0,1. 호텔+8. 기타,혼자형,2,서울
11901.0,19.0,2.0,3.0,1,1.0,1.0,5.0,6.0,75.55,13.0,1. 호텔,가족형,1,서울
11904.0,19.0,1.0,6.0,1,1.0,1.0,6.0,3.0,185.52,5.0,1. 호텔,혼자형,1,서울
11905.0,1.0,2.0,1.0,1,1.0,7.0,7.0,5.0,86.35,3.0,1. 호텔,혼자형,1,서울
11911.0,18.0,2.0,1.0,1,1.0,1.0,11.0,6.0,34.72,22.0,7. 친척 또는 친구 집,친구형,1,서울
11912.0,18.0,1.0,3.0,1,1.0,1.0,3.0,6.0,76.64,13.0,4. 게스트하우스/호스텔,혼자형,3,서울
11913.0,1.0,2.0,2.0,1,1.0,7.0,7.0,1.0,211.39,5.0,5. 민박/펜션,친구형,1,서울
11916.0,18.0,2.0,3.0,1,1.0,1.0,1.0,3.0,62.1,7.0,1. 호텔+4. 게스트하우스/호스텔,가족형,3,서울
11918.0,18.0,2.0,2.0,1,1.0,7.0,10.0,6.0,215.53,4.0,1. 호텔,복합형(가족+친구),1,서울
11919.0,1.0,2.0,1.0,1,1.0,7.0,7.0,1.0,118.28,6.0,5. 민박/펜션,혼자형,1,서울
11920.0,19.0,1.0,3.0,1,4.0,2.0,4.0,11.0,68.21,14.0,1. 호텔,가족형,1,서울
11921.0,19.0,2.0,5.0,1,1.0,1.0,6.0,6.0,201.59,18.0,1. 호텔+8. 기타,가족형,5,서울
11923.0,97.0,2.0,3.0,1,2.0,2.0,4.0,3.0,162.0,25.0,1. 호텔,가족형,4,서울
11924.0,97.0,1.0,3.0,1,4.0,2.0,10.0,1.0,55.33,60.0,4. 게스트하우스/호스텔,혼자형,3,서울
11925.0,97.0,2.0,2.0,1,1.0,1.0,4.0,6.0,134.14,8.0,1. 호텔,가족형,2,서울
11927.0,1.0,1.0,4.0,1,1.0,7.0,1.0,3.0,192.92,5.0,1. 호텔,가족형,1,서울
11930.0,1.0,2.0,4.0,1,1.0,7.0,4.0,10.0,139.52,8.0,1. 호텔,가족형,2,서울
11934.0,18.0,2.0,1.0,1,1.0,3.0,7.0,3.0,113.03,14.0,1. 호텔+8. 기타,가족형,2,서울
11935.0,97.0,2.0,2.0,1,4.0,2.0,10.0,3.0,53.13,29.0,7. 친척 또는 친구 집,혼자형,1,서울
11937.0,1.0,1.0,3.0,1,1.0,7.0,1.0,10.0,217.72,3.0,1. 호텔,가족형,1,서울
11938.0,12.0,2.0,2.0,1,1.0,1.0,12.0,3.0,365.0,5.0,1. 호텔,가족형,2,서울
11940.0,1.0,1.0,2.0,1,2.0,7.0,7.0,6.0,142.39,6.0,1. 호텔,친구형,1,서울
11942.0,2.0,2.0,1.0,1,1.0,7.0,7.0,2.0,174.05,2.0,1. 호텔,혼자형,1,서울
11943.0,1.0,2.0,2.0,1,1.0,7.0,7.0,2.0,162.6,5.0,5. 민박/펜션,친구형,1,서울
11944.0,2.0,2.0,2.0,1,4.0,7.0,7.0,5.0,208.15,3.0,1. 호텔,혼자형,1,서울
11946.0,12.0,2.0,5.0,1,1.0,1.0,4.0,9.0,141.67,6.0,7. 친척 또는 친구 집,친구형,2,인천
11948.0,1.0,1.0,2.0,1,1.0,7.0,7.0,3.0,199.81,6.0,1. 호텔,친구형,1,서울
11949.0,5.0,2.0,2.0,1,1.0,7.0,7.0,5.0,127.81,4.0,4. 게스트하우스/호스텔,친구형,1,서울
11952.0,1.0,2.0,2.0,1,1.0,7.0,11.0,6.0,298.57,3.0,1. 호텔,친구형,1,서울
11955.0,5.0,2.0,4.0,1,4.0,8.0,3.0,6.0,301.14,5.0,1. 호텔,가족형,1,서울
11956.0,5.0,2.0,2.0,1,4.0,7.0,1.0,3.0,358.88,4.0,4. 게스트하우스/호스텔,혼자형,1,서울
11957.0,2.0,1.0,5.0,1,3.0,5.0,10.0,4.0,,3.0,1. 호텔,친구형,1,인천
11963.0,3.0,2.0,2.0,1,2.0,7.0,7.0,5.0,194.17,2.0,1. 호텔,친구형,1,서울
11964.0,14.0,1.0,4.0,1,1.0,1.0,10.0,5.0,264.11,8.0,1. 호텔,혼자형,1,서울
11968.0,97.0,2.0,4.0,1,1.0,1.0,11.0,3.0,138.51,13.0,1. 호텔,가족형,4,서울
11969.0,4.0,2.0,2.0,1,1.0,1.0,5.0,2.0,76.74,23.0,"6. 학교/회사 기숙사, 연수원 등",혼자형,1,서울
11972.0,15.0,2.0,4.0,1,1.0,1.0,3.0,6.0,153.8,9.0,1. 호텔,가족형,3,서울
11973.0,97.0,2.0,4.0,1,1.0,1.0,5.0,5.0,433.33,9.0,1. 호텔,친구형,3,서울
11974.0,15.0,1.0,1.0,1,1.0,1.0,4.0,9.0,189.01,6.0,1. 호텔,친구형,3,서울
11975.0,13.0,1.0,4.0,1,1.0,8.0,10.0,5.0,442.2,5.0,1. 호텔,직장형,2,서울
11976.0,7.0,2.0,3.0,1,1.0,4.0,2.0,3.0,187.92,4.0,1. 호텔,단체형,1,서울
11978.0,11.0,2.0,2.0,1,1.0,1.0,4.0,3.0,153.57,14.0,"6. 학교/회사 기숙사, 연수원 등",친구형,1,서울
11980.0,13.0,2.0,4.0,1,3.0,5.0,1.0,4.0,391.95,6.0,1. 호텔,직장형,2,서울
11981.0,13.0,2.0,5.0,1,3.0,2.0,4.0,4.0,447.78,6.0,1. 호텔,직장형,2,서울
11985.0,2.0,1.0,2.0,1,1.0,10.0,11.0,5.0,192.17,4.0,1. 호텔,친구형,1,서울
11986.0,7.0,1.0,3.0,1,1.0,4.0,2.0,8.0,169.12,4.0,1. 호텔,직장형,1,서울
11987.0,12.0,2.0,2.0,1,1.0,1.0,6.0,4.0,400.0,5.0,1. 호텔,가족형,1,서울
11990.0,4.0,1.0,3.0,1,1.0,1.0,12.0,10.0,211.21,7.0,4. 게스트하우스/호스텔,친구형,2,서울
11991.0,4.0,2.0,3.0,1,1.0,1.0,4.0,2.0,180.36,7.0,4. 게스트하우스/호스텔,복합형(가족+친구),2,서울
11992.0,2.0,2.0,2.0,1,2.0,7.0,7.0,4.0,103.5,5.0,1. 호텔,친구형,1,서울
11994.0,7.0,2.0,3.0,1,3.0,9.0,2.0,5.0,137.81,6.0,1. 호텔,가족형,1,서울
11995.0,97.0,1.0,2.0,1,1.0,6.0,6.0,5.0,178.79,6.0,4. 게스트하우스/호스텔,친구형,2,서울
11998.0,2.0,2.0,2.0,1,1.0,7.0,7.0,6.0,142.31,4.0,1. 호텔,친구형,1,서울
11999.0,2.0,2.0,3.0,1,3.0,7.0,7.0,7.0,281.18,4.0,1. 호텔,친구형,1,서울
12001.0,7.0,1.0,3.0,1,1.0,10.0,2.0,2.0,195.43,5.0,1. 호텔,직장형,1,서울
12002.0,2.0,2.0,2.0,1,1.0,7.0,8.0,6.0,160.43,4.0,1. 호텔,혼자형,1,서울
12003.0,2.0,2.0,2.0,1,1.0,8.0,1.0,3.0,191.82,3.0,1. 호텔,가족형,1,서울
12004.0,4.0,2.0,3.0,1,1.0,1.0,3.0,5.0,883.33,6.0,1. 호텔,가족형,2,서울
12005.0,2.0,1.0,6.0,1,4.0,11.0,10.0,6.0,1035.03,2.0,1. 호텔,혼자형,1,인천
12006.0,7.0,1.0,3.0,1,1.0,9.0,2.0,3.0,501.11,6.0,1. 호텔,직장형,4,서울
12010.0,1.0,2.0,2.0,1,1.0,7.0,7.0,1.0,111.39,6.0,5. 민박/펜션,친구형,1,서울
12012.0,7.0,1.0,3.0,1,1.0,6.0,2.0,5.0,375.83,6.0,1. 호텔,직장형,3,서울
12013.0,10.0,2.0,2.0,1,2.0,2.0,10.0,6.0,88.3,7.0,1. 호텔,친구형,1,서울
12015.0,1.0,2.0,2.0,1,1.0,7.0,7.0,10.0,179.14,4.0,1. 호텔,혼자형,1,서울
12017.0,13.0,2.0,2.0,1,1.0,7.0,10.0,5.0,285.42,5.0,1. 호텔,단체형,1,서울
12018.0,1.0,2.0,1.0,1,1.0,7.0,7.0,3.0,183.73,6.0,1. 호텔,친구형,1,서울
12019.0,7.0,1.0,3.0,1,1.0,6.0,2.0,3.0,187.92,4.0,1. 호텔,직장형,1,서울
12022.0,1.0,2.0,3.0,1,1.0,7.0,7.0,6.0,310.05,4.0,1. 호텔,친구형,1,서울
12024.0,10.0,2.0,2.0,1,1.0,1.0,3.0,6.0,107.24,8.0,1. 호텔,친구형,1,서울
12028.0,15.0,1.0,2.0,1,1.0,1.0,1.0,2.0,344.12,17.0,1. 호텔+7. 친척 또는 친구 집,가족형,5,경북
12030.0,7.0,1.0,3.0,1,1.0,1.0,2.0,3.0,187.92,4.0,1. 호텔,직장형,1,서울
12032.0,1.0,2.0,5.0,1,3.0,9.0,1.0,5.0,64.31,3.0,1. 호텔,가족형,1,서울
12033.0,4.0,1.0,3.0,1,1.0,1.0,11.0,3.0,260.0,4.0,1. 호텔,친구형,1,서울
12035.0,18.0,2.0,3.0,1,1.0,7.0,1.0,9.0,67.22,10.0,1. 호텔,가족형,2,서울
12038.0,1.0,2.0,2.0,1,2.0,7.0,7.0,11.0,206.7,2.0,1. 호텔,혼자형,1,서울
12041.0,10.0,2.0,5.0,1,1.0,1.0,3.0,6.0,192.86,7.0,1. 호텔,가족형,1,서울
12046.0,97.0,2.0,5.0,1,2.0,2.0,4.0,6.0,125.0,4.0,1. 호텔,가족형,1,서울
12049.0,15.0,2.0,2.0,1,1.0,1.0,6.0,6.0,100.07,12.0,1. 호텔,친구형,1,서울
12050.0,15.0,2.0,4.0,1,1.0,1.0,4.0,6.0,133.42,10.0,1. 호텔+8. 기타,가족형,2,서울
12054.0,4.0,1.0,1.0,1,1.0,1.0,6.0,3.0,141.0,10.0,4. 게스트하우스/호스텔,혼자형,1,서울
12055.0,97.0,1.0,5.0,1,1.0,8.0,6.0,5.0,192.5,5.0,1. 호텔,가족형,1,서울
12058.0,97.0,2.0,2.0,1,1.0,8.0,7.0,10.0,48.69,13.0,1. 호텔,친구형,2,서울
12060.0,6.0,1.0,4.0,1,2.0,10.0,4.0,6.0,178.6,5.0,1. 호텔,가족형,1,서울
12063.0,6.0,2.0,4.0,1,1.0,9.0,4.0,6.0,370.5,5.0,"6. 학교/회사 기숙사, 연수원 등",복합형(가족+친구),1,광주
12064.0,6.0,2.0,5.0,1,1.0,3.0,2.0,3.0,342.0,5.0,"6. 학교/회사 기숙사, 연수원 등",복합형(가족+친구),1,광주
12067.0,1.0,1.0,3.0,1,1.0,5.0,1.0,4.0,585.65,4.0,1. 호텔,친구형,1,서울
12068.0,15.0,1.0,5.0,1,1.0,1.0,4.0,2.0,181.07,7.0,1. 호텔,혼자형,1,서울
12069.0,11.0,2.0,2.0,1,1.0,1.0,11.0,3.0,117.6,15.0,1. 호텔,가족형,2,서울
12070.0,19.0,2.0,2.0,1,1.0,7.0,7.0,4.0,81.85,12.0,1. 호텔,친구형,1,서울
12072.0,15.0,2.0,5.0,1,1.0,1.0,11.0,6.0,83.39,8.0,1. 호텔,가족형,2,서울
12080.0,10.0,2.0,3.0,1,4.0,2.0,2.0,3.0,508.89,4.0,1. 호텔,가족형,1,서울
12081.0,3.0,1.0,5.0,1,2.0,9.0,1.0,9.0,173.88,5.0,1. 호텔,복합형(가족+친구),1,서울
12082.0,14.0,1.0,4.0,1,1.0,8.0,4.0,3.0,62.25,10.0,1. 호텔,가족형,1,서울
12084.0,14.0,2.0,2.0,1,3.0,2.0,12.0,6.0,107.87,22.0,1. 호텔,복합형(가족+친구),3,서울
12085.0,10.0,1.0,1.0,1,4.0,2.0,3.0,3.0,96.23,5.0,1. 호텔,가족형,1,서울
12087.0,3.0,1.0,4.0,1,2.0,8.0,11.0,6.0,278.53,4.0,1. 호텔,가족형,1,서울
12089.0,9.0,2.0,3.0,1,1.0,1.0,11.0,6.0,195.48,6.0,8. 기타,가족형,2,서울
12090.0,10.0,2.0,3.0,1,2.0,2.0,2.0,6.0,587.93,7.0,1. 호텔,직장형,3,서울
12091.0,14.0,1.0,3.0,1,4.0,2.0,1.0,3.0,180.33,3.0,7. 친척 또는 친구 집,혼자형,1,경기
12092.0,10.0,2.0,2.0,1,2.0,2.0,2.0,3.0,113.67,7.0,1. 호텔,가족형,1,서울
12095.0,3.0,2.0,5.0,1,4.0,2.0,1.0,3.0,705.99,4.0,1. 호텔,가족형,1,서울
12096.0,14.0,1.0,4.0,1,2.0,2.0,10.0,3.0,123.07,21.0,1. 호텔,가족형,2,서울
12099.0,10.0,2.0,3.0,1,4.0,2.0,8.0,5.0,555.15,3.0,1. 호텔,혼자형,1,서울
12101.0,4.0,2.0,6.0,1,1.0,1.0,12.0,6.0,525.0,6.0,1. 호텔,단체형,1,서울
12102.0,9.0,2.0,3.0,1,1.0,1.0,2.0,4.0,347.52,5.0,1. 호텔,가족형,2,서울
12103.0,5.0,2.0,2.0,1,1.0,7.0,7.0,9.0,548.68,2.0,1. 호텔,혼자형,1,서울
12105.0,4.0,2.0,2.0,1,1.0,8.0,2.0,8.0,81.25,12.0,1. 호텔,가족형,4,서울
12108.0,4.0,2.0,2.0,1,1.0,1.0,10.0,3.0,172.0,5.0,1. 호텔,가족형,2,서울
12110.0,4.0,2.0,3.0,1,1.0,1.0,1.0,1.0,116.25,8.0,1. 호텔+4. 게스트하우스/호스텔,가족형,3,서울
12112.0,15.0,1.0,5.0,1,1.0,5.0,5.0,3.0,66.67,3.0,4. 게스트하우스/호스텔,혼자형,1,서울
12117.0,15.0,2.0,4.0,1,2.0,2.0,6.0,3.0,121.98,21.0,1. 호텔+7. 친척 또는 친구 집,혼자형,2,서울
12118.0,5.0,2.0,3.0,1,1.0,7.0,7.0,8.0,103.68,6.0,1. 호텔,친구형,1,서울
12120.0,4.0,1.0,3.0,1,1.0,3.0,6.0,9.0,561.11,9.0,1. 호텔,가족형,5,서울
12124.0,5.0,2.0,2.0,1,3.0,10.0,7.0,6.0,366.85,4.0,1. 호텔,친구형,1,서울
12125.0,5.0,2.0,1.0,1,3.0,3.0,7.0,10.0,382.8,4.0,4. 게스트하우스/호스텔,친구형,1,서울
12126.0,4.0,2.0,2.0,1,1.0,7.0,8.0,2.0,355.0,6.0,1. 호텔,단체형,3,서울
12127.0,4.0,1.0,4.0,1,1.0,1.0,15.0,3.0,244.44,9.0,1. 호텔,복합형(가족+친구),5,서울
12128.0,5.0,2.0,4.0,1,2.0,8.0,2.0,4.0,210.01,6.0,1. 호텔,가족형,1,서울
12130.0,8.0,2.0,5.0,1,1.0,1.0,6.0,3.0,321.3,4.0,1. 호텔,단체형,2,서울
12131.0,5.0,2.0,2.0,1,3.0,7.0,1.0,1.0,199.06,5.0,1. 호텔,친구형,1,서울
12132.0,8.0,2.0,5.0,1,1.0,1.0,4.0,3.0,375.0,4.0,1. 호텔,가족형,2,서울
12133.0,4.0,2.0,6.0,1,1.0,1.0,15.0,10.0,244.44,9.0,1. 호텔,복합형(가족+친구),4,서울
12134.0,8.0,1.0,6.0,1,1.0,8.0,7.0,6.0,289.17,6.0,1. 호텔,가족형,3,서울
12136.0,5.0,2.0,4.0,1,2.0,2.0,10.0,5.0,140.36,5.0,1. 호텔,가족형,1,서울
12137.0,8.0,2.0,5.0,1,1.0,7.0,7.0,5.0,242.11,11.0,1. 호텔,가족형,2,서울
12139.0,8.0,1.0,3.0,1,2.0,2.0,3.0,5.0,300.0,4.0,1. 호텔,직장형,2,서울
12144.0,8.0,1.0,5.0,1,2.0,2.0,2.0,10.0,299.88,5.0,1. 호텔,가족형,2,서울
12145.0,8.0,2.0,5.0,1,2.0,2.0,7.0,8.0,214.2,5.0,1. 호텔,단체형,3,서울
12147.0,13.0,2.0,2.0,1,1.0,11.0,7.0,9.0,113.9,6.0,1. 호텔,혼자형,1,서울
12149.0,8.0,2.0,2.0,1,1.0,4.0,5.0,3.0,261.32,5.0,1. 호텔,단체형,2,서울
