아이디,연령별,한국 방문횟수(카테고리),문3-2. 고려한 관광인프라_1,여행동반자_그룹,방문 지역 수,여행 패턴,"문10. 1인 1일 지출경비(상하위 1% 대체, 61일 이상 결측)",문9-3. 총 체재기간_61일 이상 결측,문3-1. 고려한 관광활동_1순위,문1-1. 한국여행 관심 계기_1순위,국가별,성별,월별,문10-2. 쇼핑 항목_1,문10-2. 쇼핑 항목_2,문10-2. 쇼핑 항목_3,문10-2. 쇼핑 항목_4,문10-2. 쇼핑 항목_5,문10-2. 쇼핑 항목_6,문10-2. 쇼핑 항목_7,문10-2. 쇼핑 항목_8,문10-2. 쇼핑 항목_9,문10-2. 쇼핑 항목_10,문10-2. 쇼핑 항목_11,문10-2. 쇼핑 항목_12,문10-2. 쇼핑 항목_13,문10. 1인 지출경비(상하위 1% 대체),문9-2. 방문지역_1,문9-2. 방문지역_2,문9-2. 방문지역_3,문9-2. 방문지역_4,문9-2. 방문지역_5,문9-2. 방문지역_6,문9-2. 방문지역_7,문9-2. 방문지역_8,문9-2. 방문지역_9,문9-2. 방문지역_10,문9-2. 방문지역_11,문9-2. 방문지역_12,문9-2. 방문지역_13,문9-2. 방문지역_14,문9-2. 방문지역_15,문9-2. 방문지역_16,문9-2. 방문지역_17,문9-1. 가장 좋았던곳_1,문9-1. 가장 좋았던곳_2,문9-1. 가장 좋았던곳_3,문9-1. 가장 좋았던곳_4,문9-1. 가장 좋았던곳_5,문8-1. 만족한 활동_1,문8-1. 만족한 활동_2,문8-1. 만족한 활동_3,문8. 참여한 활동_1,문8. 참여한 활동_2,문8. 참여한 활동_3,문8. 참여한 활동_4,문8. 참여한 활동_5,문8. 참여한 활동_6,문8. 참여한 활동_7,문8. 참여한 활동_8,문8. 참여한 활동_9,문8. 참여한 활동_10,문8. 참여한 활동_11,문8. 참여한 활동_12,문8. 참여한 활동_13,문8. 참여한 활동_14,문8. 참여한 활동_15,문8. 참여한 활동_16,문8. 참여한 활동_17,문8. 참여한 활동_18,문8. 참여한 활동_19,문8. 참여한 활동_20,new_여행패턴
10765,4,첫방문,여행 편의성,혼자형,1,서울 심층형,428.554214285714,7.0,도시 소비형,경험 및 관계,15,1,7,,2.0,3.0,,,,,,,,,,,2999.8795,1.0,,,,,,,,,,,,,,,,,11001,,,,,1,5.0,2.0,1.0,2.0,3.0,,5.0,,,,,,,,,,,,,,,,서울 집중형
10766,4,첫방문,안전 및 퀄리티,직장형,1,서울 단기형,326.53744,5.0,도시 소비형,경험 및 관계,7,2,7,,2.0,,,,,7.0,,,,,,,1632.6872,1.0,,,,,,,,,,,,,,,,,11004,,,,,2,4.0,1.0,1.0,2.0,,4.0,,,,,,,,,,,,,,,,,서울 집중형
10767,1,재방문,안전 및 퀄리티,혼자형,1,서울 심층형,419.517,7.0,경험형,경험 및 관계,15,2,7,1.0,2.0,3.0,,,,,,,,11.0,,,2936.619,1.0,,,,,,,,,,,,,,,,,11002,,,,,1,2.0,8.0,1.0,2.0,3.0,4.0,,,,8.0,,,,,,,,,,,,,서울 집중형
10772,3,첫방문,여행 편의성,직장형,1,서울 단기형,283.9456,5.0,도시 소비형,가성비 및 접근성,7,2,7,1.0,2.0,,,,,7.0,,,,,,,1419.728,1.0,,,,,,,,,,,,,,,,,11012,,,,,2,1.0,4.0,1.0,2.0,,4.0,,,,,,,,,,,,,,,,,서울 집중형
10773,3,첫방문,안전 및 퀄리티,직장형,1,서울 단기형,241.35376,5.0,도시 소비형,가성비 및 접근성,7,2,7,,2.0,,,,,7.0,,,,,,,1206.7688,1.0,,,,,,,,,,,,,,,,,11004,,,,,1,2.0,4.0,1.0,2.0,,4.0,,,,,,,,,,,,,,,,,서울 집중형
10780,2,첫방문,안전 및 퀄리티,친구형,1,서울 심층형,161.139,6.0,"역사, 전통, 자연",경험 및 관계,9,2,7,,,,,,,,,,,,,,966.834,1.0,,,,,,,,,,,,,,,,,11012,,,,,8,3.0,5.0,,,3.0,4.0,5.0,,,8.0,,,,,,,,,,,,,서울 집중형
10783,3,첫방문,여행 편의성,혼자형,1,수도권/지방형(탐험가형),27.8378039215686,51.0,도시 소비형,경험 및 관계,7,1,7,,,,,,,7.0,8.0,,,,12.0,,1419.728,,,,4.0,,,,,,,,,,,,,,42500,,,,,2,4.0,1.0,1.0,2.0,,4.0,,,,,,,,,,,,,,,,,탐험형
10788,3,첫방문,여행 편의성,친구형,2,서울 심층형,301.923076923077,13.0,"역사, 전통, 자연",K-컬처형,4,2,7,,2.0,3.0,,,,,,,,11.0,,,3925.0,1.0,,,,,,,,,,,,13.0,,,,,11002,,,,,11,4.0,6.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,,13.0,,,,,,,,서울 확산형
10789,2,첫방문,안전 및 퀄리티,직장형,1,서울 단기형,319.4388,4.0,도시 소비형,경험 및 관계,7,2,7,1.0,2.0,,,,,,,,,,,,1277.7552,1.0,,,,,,,,,,,,,,,,,41001,,,,,1,2.0,3.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,서울 집중형
10790,2,첫방문,여행 편의성,직장형,2,서울 단기형,23.6621333333333,5.0,도시 소비형,경험 및 관계,7,2,7,,2.0,,,,,7.0,,,,,,,335.52,1.0,,,,,,,,,,,,13.0,,,,,26500,,,,,2,1.0,4.0,1.0,2.0,,4.0,,,,,,,,,,,,,,,,,서울 확산형
10791,2,첫방문,여행 편의성,직장형,1,서울 단기형,241.35376,5.0,도시 소비형,경험 및 관계,7,2,7,,,,,,,7.0,,,,,,,1206.7688,1.0,,,,,,,,,,,,,,,,,11004,,,,,2,1.0,4.0,1.0,2.0,,4.0,,,,,,,,,,,,,,,,,서울 집중형
10798,5,첫방문,안전 및 퀄리티,직장형,1,서울 단기형,269.74832,5.0,도시 소비형,경험 및 관계,7,2,7,1.0,,3.0,,5.0,,,,,,,,,1348.7416,1.0,,,,,,,,,,,,,,,,,11004,,,,,1,2.0,3.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,서울 집중형
10800,2,재방문,여행 편의성,복합형(가족+친구),1,서울 단기형,155.0,4.0,특수 목적,가성비 및 접근성,2,2,7,1.0,2.0,3.0,,,,,,,,,,,620.0,1.0,,,,,,,,,,,,,,,,,11007,,,,,1,2.0,13.0,1.0,2.0,,,,,,,,,,,13.0,,,,,,,,서울 집중형
10802,2,첫방문,여행 편의성,직장형,1,서울 단기형,283.9456,5.0,도시 소비형,가성비 및 접근성,7,1,7,,,,,,,7.0,,,10.0,,,,1419.728,1.0,,,,,,,,,,,,,,,,,11004,,,,,4,2.0,1.0,1.0,2.0,,4.0,,,,,,,,,,,,,,,,,서울 집중형
10804,5,재방문,안전 및 퀄리티,단체형,2,서울 단기형,779.133333333333,3.0,특수 목적,K-컬처형,2,2,7,1.0,2.0,3.0,,,6.0,,,,,,,,2337.4,1.0,,3.0,,,,,,,,,,,,,,,11001,,,,,1,2.0,11.0,1.0,2.0,,,,,,,,,11.0,,13.0,14.0,,,,,,,서울 확산형
10805,1,첫방문,여행 편의성,가족형,1,서울 단기형,326.0,4.0,경험형,경험 및 관계,97,1,7,,,,,,,,,,,,,,1304.0,1.0,,,,,,,,,,,,,,,,,11012,,,,,1,3.0,5.0,1.0,,3.0,,5.0,6.0,7.0,,,,11.0,,,,,,17.0,,,,서울 집중형
10806,2,첫방문,여행 편의성,직장형,1,서울 단기형,319.4388,4.0,도시 소비형,경험 및 관계,7,2,7,1.0,,,,,,7.0,,,,,,,1277.7552,1.0,,,,,,,,,,,,,,,,,11004,,,,,2,1.0,4.0,1.0,2.0,,4.0,,,,,,,,,,,,,,,,,서울 집중형
10807,2,첫방문,안전 및 퀄리티,직장형,1,서울 단기형,255.55104,5.0,도시 소비형,가성비 및 접근성,7,2,7,1.0,,3.0,,,,7.0,,,,,,,1277.7552,1.0,,,,,,,,,,,,,,,,,11004,,,,,1,2.0,4.0,1.0,2.0,,4.0,,,,,,,,,,,,,,,,,서울 집중형
10810,2,첫방문,안전 및 퀄리티,직장형,1,서울 단기형,269.74832,5.0,도시 소비형,경험 및 관계,7,1,7,1.0,2.0,,,,,,,,,,,,1348.7416,1.0,,,,,,,,,,,,,,,,,11004,,,,,4,2.0,1.0,1.0,2.0,,4.0,,,,,,,,,,,,,,,,,서울 집중형
10813,2,재방문,안전 및 퀄리티,친구형,1,서울 심층형,147.619047619048,7.0,"역사, 전통, 자연",경험 및 관계,11,1,7,1.0,,3.0,4.0,,,,,,,,,,1033.33333333333,1.0,,,,,,,,,,,,,,,,,11005,,,,,12,5.0,3.0,1.0,2.0,3.0,,5.0,,7.0,,,,,12.0,,,,,,,,,서울 집중형
10814,2,첫방문,안전 및 퀄리티,혼자형,1,서울 심층형,192.5,6.0,경험형,K-컬처형,11,2,7,,,,,,,,,,,,,,1155.0,1.0,,,,,,,,,,,,,,,,,11004,,,,,5,3.0,8.0,1.0,,3.0,,5.0,,,8.0,,,,,,,,,,,,,서울 집중형
10815,6,재방문,가성비,가족형,1,서울 단기형,351.333333333333,3.0,도시 소비형,경험 및 관계,2,2,7,1.0,2.0,3.0,,,6.0,,,,,,,,1054.0,1.0,,,,,,,,,,,,,,,,,11021,,,,,13,2.0,3.0,1.0,2.0,3.0,,,,,,,,,,13.0,,,,,,,,서울 집중형
10817,2,첫방문,여행 편의성,혼자형,1,서울 심층형,250.0,6.0,특수 목적,경험 및 관계,11,1,7,1.0,,,,,6.0,,,,,11.0,,,1500.0,1.0,,,,,,,,,,,,,,,,,11005,,,,,5,3.0,2.0,1.0,2.0,3.0,,5.0,,7.0,,,,,,,,,,,,,,서울 집중형
10821,3,첫방문,여행 편의성,친구형,1,서울 단기형,324.466666666667,3.0,도시 소비형,경험 및 관계,2,2,7,1.0,2.0,3.0,,,6.0,,,,,,,,973.4,1.0,,,,,,,,,,,,,,,,,11012,,,,,5,2.0,1.0,1.0,2.0,3.0,4.0,5.0,,,,,,,,,,,,,,,,서울 집중형
10825,2,첫방문,안전 및 퀄리티,가족형,1,서울 심층형,221.428571428571,7.0,"역사, 전통, 자연",K-컬처형,11,1,7,1.0,2.0,,4.0,,,,,,,,12.0,,1550.0,1.0,,,,,,,,,,,,,,,,,11003,11005.0,11001.0,,,4,2.0,12.0,,2.0,,4.0,,,,,,,,12.0,,,,,,,,,서울 집중형
10826,3,첫방문,안전 및 퀄리티,가족형,2,서울 심층형,335.714285714286,7.0,특수 목적,K-컬처형,11,2,7,1.0,,3.0,,,6.0,,,,,,,,2350.0,1.0,,,,,,,,,,,,13.0,,,,,11069,,,,,11,7.0,1.0,1.0,2.0,,,5.0,,7.0,,,,11.0,12.0,,,,,,,,,서울 확산형
10828,2,재방문,안전 및 퀄리티,가족형,2,서울 심층형,133.2,15.0,"역사, 전통, 자연",K-컬처형,11,2,7,1.0,,,,5.0,,,,,,,,,1998.0,1.0,,,,,,,,,,,,,,,,17.0,50500,,,,,6,15.0,5.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,,,,,,,,15.0,,,,,,서울 확산형
10829,3,재방문,여행 편의성,가족형,1,서울 심층형,207.142857142857,7.0,도시 소비형,경험 및 관계,12,1,7,1.0,,3.0,,,,7.0,,,,,,,1450.0,1.0,,,,,,,,,,,,,,,,,11001,,,,,18,1.0,2.0,1.0,2.0,3.0,,,,,,,,,,,,,,,18.0,,,서울 집중형
10832,4,재방문,여행 편의성,친구형,1,서울 심층형,242.25,6.0,"역사, 전통, 자연",경험 및 관계,9,2,7,1.0,,3.0,,,,,,,,,,,1453.5,1.0,,,,,,,,,,,,,,,,,11001,,,,,13,2.0,3.0,,2.0,3.0,,,,,8.0,,,,,13.0,,,,,,,,서울 집중형
10834,4,재방문,여행 편의성,친구형,1,서울 심층형,61.8230769230769,13.0,도시 소비형,경험 및 관계,9,2,7,,2.0,,,,,,,,,,,13.0,803.7,1.0,,,,,,,,,,,,,,,,,11071,,,,,5,3.0,2.0,1.0,2.0,3.0,,5.0,,,,,,,,,,,,,,,,서울 집중형
10835,2,재방문,여행 편의성,복합형(가족+친구),3,서울 심층형,97.7142857142857,7.0,"역사, 전통, 자연",가성비 및 접근성,9,1,7,1.0,,3.0,,,,,,,10.0,,,,684.0,1.0,2.0,,4.0,,,,,,,,,,,,,,42010,,,,,12,3.0,5.0,1.0,2.0,3.0,,5.0,,,,,,11.0,12.0,,,,,,,,,서울 확산형
10842,3,재방문,가성비,가족형,1,서울 심층형,53.865,10.0,특수 목적,경험 및 관계,9,2,7,,,,,,,,,,,,,13.0,538.65,1.0,,,,,,,,,,,,,,,,,11002,,,,,12,5.0,2.0,,2.0,3.0,,5.0,,7.0,,,,,12.0,,,,,,,,,서울 집중형
10843,3,첫방문,여행 편의성,단체형,2,서울 단기형,85.5,5.0,"역사, 전통, 자연",경험 및 관계,9,1,7,1.0,2.0,3.0,,,,,,,10.0,,,,427.5,1.0,,,4.0,,,,,,,,,,,,,,42001,,,,,3,5.0,6.0,1.0,2.0,3.0,,5.0,6.0,7.0,,,,,12.0,,,,,,,,,서울 확산형
10845,5,재방문,여행 편의성,가족형,1,서울 단기형,177.97,5.0,도시 소비형,가성비 및 접근성,1,1,7,1.0,2.0,3.0,,,,,,,,,,,889.85,1.0,,,,,,,,,,,,,,,,,11002,,,,,1,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,서울 집중형
10847,5,첫방문,여행 편의성,가족형,3,서울 단기형,102.486,5.0,"역사, 전통, 자연",경험 및 관계,9,2,7,1.0,2.0,3.0,4.0,,,7.0,,,,,,,512.43,1.0,2.0,,4.0,,,,,,,,,,,,,,11012,,,,,6,2.0,1.0,1.0,2.0,3.0,,5.0,6.0,,,,,,12.0,,,,,,,,,서울 확산형
10848,5,재방문,여행 편의성,가족형,1,서울 단기형,190.98,4.0,도시 소비형,경험 및 관계,8,2,7,,2.0,,,,,,,,,,,,763.92,1.0,,,,,,,,,,,,,,,,,11513,,,,,1,4.0,2.0,1.0,2.0,,4.0,,,,,,,,,,,,,,,,,서울 집중형
10850,2,첫방문,여행 편의성,친구형,1,서울 단기형,123.21,3.0,특수 목적,가성비 및 접근성,1,1,7,1.0,,,,,,,,,,,,,369.63,1.0,,,,,,,,,,,,,,,,,11071,,,,,2,12.0,11.0,1.0,2.0,,,,,,,,,11.0,12.0,,,,,,,,,서울 집중형
10852,2,첫방문,여행 편의성,가족형,3,서울 단기형,213.75,4.0,특수 목적,경험 및 관계,9,2,7,1.0,,3.0,4.0,,,,,,,,,,855.0,1.0,2.0,,4.0,,,,,,,,,,,,,,42001,,,,,3,1.0,2.0,1.0,2.0,3.0,,5.0,,,,,,,12.0,,,,,,,,,서울 확산형
10854,2,첫방문,가성비,혼자형,2,서울 심층형,120.971833333333,24.0,"역사, 전통, 자연",경험 및 관계,15,2,7,1.0,,3.0,4.0,5.0,,,,,,,,,2903.324,1.0,,,,,,,,,,,,13.0,,,,,26001,,,,,11,7.0,3.0,1.0,2.0,3.0,,,,7.0,8.0,,,11.0,,,14.0,,,,,,,서울 확산형
10855,2,재방문,가성비,가족형,1,서울 심층형,449.580533333333,12.0,특수 목적,경험 및 관계,8,1,7,1.0,,3.0,4.0,,,,,,,,,,5394.9664,1.0,,,,,,,,,,,,,,,,,11001,,,,,2,1.0,7.0,1.0,2.0,3.0,,,,7.0,,,10.0,,12.0,,,,,,,,,서울 집중형
10856,3,첫방문,안전 및 퀄리티,친구형,1,서울 단기형,797.66775,4.0,경험형,경험 및 관계,19,2,7,1.0,,,,,,,,,,,,,3190.671,1.0,,,,,,,,,,,,,,,,,11003,,,,,2,14.0,5.0,1.0,2.0,3.0,4.0,5.0,,,,,,,,,14.0,,,,,,,서울 집중형
10857,5,재방문,여행 편의성,가족형,1,수도권/지방형(탐험가형),848.8,1.0,"역사, 전통, 자연",경험 및 관계,8,2,7,,2.0,,4.0,,,,,,,,,,848.8,,,3.0,,,,,,,,,,,,,,,11001,,,,,3,2.0,,,2.0,3.0,,,,,,,,,,,,,,,,,,탐험형
10858,2,첫방문,여행 편의성,혼자형,1,서울 심층형,76.95,6.0,특수 목적,K-컬처형,9,1,7,,2.0,3.0,,,,,,,10.0,,,,461.7,1.0,,,,,,,,,,,,,,,,,11001,,,,,5,6.0,,,,3.0,4.0,5.0,6.0,,,,,,,13.0,,,,,,,,서울 집중형
10860,2,첫방문,안전 및 퀄리티,혼자형,2,수도권/지방형(탐험가형),636.6,4.0,경험형,경험 및 관계,8,1,7,1.0,,3.0,,5.0,,,,9.0,,,,,2546.4,1.0,,3.0,,,,,,,,,,,,,,,28500,,,,,9,2.0,1.0,1.0,2.0,3.0,,5.0,,7.0,,9.0,,,,,,,,,,,,서울 확산형
10862,2,첫방문,여행 편의성,가족형,1,서울 단기형,107.43,4.0,도시 소비형,K-컬처형,97,1,7,,,,,,,,,,,,,,429.72,1.0,,,,,,,,,,,,,,,,,11024,,,,,1,5.0,3.0,1.0,,3.0,,5.0,,,,,,,,,,,,,,,,서울 집중형
10863,2,재방문,안전 및 퀄리티,혼자형,1,서울 단기형,332.8,5.0,"역사, 전통, 자연",K-컬처형,5,2,7,1.0,,3.0,,,,,,,,11.0,,,1664.0,1.0,,,,,,,,,,,,,,,,,99999,,,,,9,8.0,2.0,1.0,2.0,,,,,,8.0,9.0,,,,,,,,,,,,서울 집중형
10866,2,재방문,안전 및 퀄리티,가족형,1,서울 단기형,337.398,5.0,도시 소비형,경험 및 관계,8,2,7,1.0,,3.0,,,6.0,,,,,,,,1686.99,1.0,,,,,,,,,,,,,,,,,11003,,,,,4,2.0,5.0,1.0,2.0,3.0,4.0,5.0,,,,,,,,,14.0,,,,,,,서울 집중형
10869,2,재방문,여행 편의성,가족형,1,서울 단기형,141.466666666667,5.0,경험형,경험 및 관계,8,2,7,,,,,,,,,,,,,,707.333333333333,1.0,,,,,,,,,,,,,,,,,11122,,,,,9,8.0,1.0,1.0,,3.0,,,,,8.0,9.0,,11.0,,,,,,,,,,서울 집중형
10870,4,재방문,여행 편의성,혼자형,1,서울 심층형,260.714285714286,14.0,경험형,가성비 및 접근성,97,1,7,,2.0,3.0,,,,,,,,,,,3650.0,1.0,,,,,,,,,,,,,,,,,11001,,,,,3,2.0,1.0,1.0,2.0,3.0,,5.0,,,,,,11.0,,,,,,,18.0,,,서울 집중형
10872,5,재방문,여행 편의성,친구형,1,서울 심층형,512.0,7.0,도시 소비형,경험 및 관계,5,2,7,1.0,,3.0,,,,,,,,,,13.0,3584.0,1.0,,,,,,,,,,,,,,,,,11517,11024.0,,,,1,2.0,3.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,서울 집중형
10873,4,첫방문,안전 및 퀄리티,가족형,1,서울 심층형,136.161666666667,8.0,"역사, 전통, 자연",경험 및 관계,8,2,7,1.0,,3.0,,,,,,,,,,,1089.29333333333,1.0,,,,,,,,,,,,,,,,,11929,,,,,2,3.0,5.0,,2.0,3.0,,5.0,,,,,,,,,,,,,,,,서울 집중형
10874,3,첫방문,여행 편의성,혼자형,1,서울 단기형,142.34475,4.0,도시 소비형,경험 및 관계,19,1,7,,,,,,,,,,,,,,569.379,1.0,,,,,,,,,,,,,,,,,11024,,,,,1,7.0,,1.0,,,,,,7.0,,,,,,,,,,,,,,서울 집중형
10875,3,첫방문,여행 편의성,가족형,3,서울 단기형,374.886666666667,5.0,도시 소비형,K-컬처형,8,2,7,1.0,,3.0,,,6.0,7.0,,,,,,,1874.43333333333,1.0,,3.0,,,,,,,,,,,,,,17.0,11001,,,,,7,3.0,2.0,1.0,2.0,3.0,,5.0,,7.0,,,,,,,,,,,,,,서울 확산형
10876,4,첫방문,여행 편의성,복합형(가족+친구),5,서울 심층형,138.544194444444,24.0,도시 소비형,K-컬처형,15,1,7,1.0,2.0,3.0,,5.0,6.0,,,,,,,,3325.06066666667,1.0,,,4.0,,,,,,10.0,,,13.0,,,,17.0,11002,,,,,1,5.0,3.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,,11.0,12.0,13.0,,15.0,16.0,,,,,서울 확산형
10877,6,재방문,여행 편의성,혼자형,2,서울 심층형,469.333333333333,6.0,경험형,K-컬처형,5,2,7,1.0,2.0,3.0,,,,,,,,11.0,,,2816.0,1.0,2.0,,,,,,,,,,,,,,,,41505,,,,,8,1.0,2.0,1.0,2.0,3.0,,5.0,,,8.0,,,,,,,,,,,,,서울 확산형
10878,4,재방문,여행 편의성,가족형,1,서울 심층형,341.333333333333,6.0,"역사, 전통, 자연",가성비 및 접근성,5,2,7,1.0,,3.0,,,,,,,,,,,2048.0,1.0,,,,,,,,,,,,,,,,,11012,,,,,2,1.0,6.0,1.0,2.0,,,,6.0,7.0,,,,,12.0,,,,,,,,,서울 집중형
10879,5,첫방문,여행 편의성,가족형,1,서울 단기형,175.925,4.0,경험형,K-컬처형,2,2,7,1.0,2.0,3.0,,,,,,,,,,,703.7,1.0,,,,,,,,,,,,,,,,,11522,,,,,13,1.0,2.0,1.0,2.0,,,,,,,,,,,13.0,,,,,,,,서울 집중형
10882,3,첫방문,안전 및 퀄리티,혼자형,2,서울 심층형,300.0,10.0,"역사, 전통, 자연",경험 및 관계,97,2,7,1.0,2.0,,,5.0,,,,,10.0,,,,3000.0,1.0,,,,,,,,,,,,13.0,,,,,26006,,,,,5,7.0,6.0,1.0,2.0,3.0,,5.0,6.0,7.0,,,,,,,,,,,,,,서울 확산형
10883,2,첫방문,여행 편의성,가족형,1,서울 심층형,76.543875,16.0,"역사, 전통, 자연",경험 및 관계,18,1,7,,,,,,,,,,,,,,1224.702,1.0,,,,,,,,,,,,,,,,,11906,,,,,1,2.0,4.0,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,,,,서울 집중형
10884,2,첫방문,여행 편의성,가족형,2,서울 단기형,474.45375,4.0,"역사, 전통, 자연",경험 및 관계,16,1,7,1.0,,3.0,,,,,,,,,,,1897.815,1.0,,3.0,,,,,,,,,,,,,,,11012,,,,,11,2.0,12.0,1.0,2.0,3.0,,5.0,6.0,7.0,,,,11.0,12.0,,,,,,,,,서울 확산형
10885,2,재방문,여행 편의성,가족형,1,서울 단기형,224.0,4.0,도시 소비형,가성비 및 접근성,5,2,7,1.0,,3.0,,,,,,,,,,,896.0,1.0,,,,,,,,,,,,,,,,,11001,,,,,1,2.0,13.0,1.0,2.0,,,,,,,,,,,13.0,,,,,,,,서울 집중형
10886,2,첫방문,안전 및 퀄리티,친구형,1,서울 단기형,325.42,5.0,"역사, 전통, 자연",경험 및 관계,3,2,7,1.0,2.0,3.0,4.0,,,,,,,,,,1627.1,1.0,,,,,,,,,,,,,,,,,11179,,,,,9,,,1.0,2.0,3.0,,5.0,,7.0,,9.0,,,,,,,,,,,,서울 집중형
10887,3,첫방문,안전 및 퀄리티,친구형,2,서울 심층형,158.9964,14.0,"역사, 전통, 자연",K-컬처형,18,2,7,,2.0,,,,,,8.0,,10.0,11.0,,,2225.9496,1.0,,,,,,,,,,,,13.0,,,,,11007,,,,,5,7.0,6.0,1.0,2.0,,,5.0,6.0,7.0,,,,,,,,,,,,,,서울 확산형
10888,3,재방문,여행 편의성,혼자형,1,서울 단기형,104.38,5.0,경험형,K-컬처형,3,2,7,1.0,,,,,,,,,,11.0,,,521.9,1.0,,,,,,,,,,,,,,,,,11002,,,,,8,1.0,2.0,1.0,2.0,,,,,,8.0,,,,,,,,,,,,,서울 집중형
10890,3,첫방문,안전 및 퀄리티,가족형,2,서울 단기형,174.22,5.0,도시 소비형,가성비 및 접근성,2,1,7,1.0,2.0,,,,,,,,,,,,871.1,1.0,2.0,,,,,,,,,,,,,,,,41001,,,,,2,1.0,12.0,1.0,2.0,3.0,,,,,,,,,12.0,,,,,,,,,서울 확산형
10891,5,재방문,여행 편의성,가족형,2,서울 심층형,224.0,6.0,특수 목적,K-컬처형,5,1,7,1.0,2.0,3.0,,,,,,,,11.0,,,1344.0,1.0,,,4.0,,,,,,,,,,,,,,11002,,,,,8,12.0,2.0,1.0,2.0,3.0,,5.0,,,8.0,,,,12.0,,,,,,,,,서울 확산형
10892,3,첫방문,안전 및 퀄리티,가족형,2,서울 단기형,380.0856,5.0,"역사, 전통, 자연",경험 및 관계,10,2,7,1.0,,,,,,,8.0,,,,,,1900.428,1.0,,,4.0,,,,,,,,,,,,,,42001,,,,,6,1.0,5.0,1.0,2.0,3.0,,5.0,6.0,7.0,,,,,,13.0,,,,,,,,서울 확산형
10893,2,재방문,여행 편의성,가족형,1,서울 단기형,191.875,4.0,도시 소비형,경험 및 관계,3,2,7,,2.0,3.0,,5.0,,,,,,11.0,,,767.5,1.0,,,,,,,,,,,,,,,,,11002,,,,,1,2.0,8.0,1.0,2.0,3.0,,,,,8.0,,,,12.0,,,,,,,,,서울 집중형
10896,1,재방문,안전 및 퀄리티,혼자형,1,서울 심층형,1418.33333333333,6.0,특수 목적,경험 및 관계,4,1,7,,2.0,3.0,4.0,,,7.0,,,10.0,,,,8510.0,1.0,,,,,,,,,,,,,,,,,11012,,,,,5,12.0,2.0,1.0,2.0,3.0,,5.0,6.0,7.0,,,,,12.0,,,,,,,,,서울 집중형
10898,2,첫방문,안전 및 퀄리티,가족형,1,서울 단기형,346.239,4.0,도시 소비형,경험 및 관계,16,1,7,,,,,,,,,,,,,,1384.956,1.0,,,,,,,,,,,,,,,,,11024,,,,,7,1.0,5.0,1.0,,3.0,,5.0,,7.0,,,,,,,,,,,,,,서울 집중형
10900,3,재방문,여행 편의성,가족형,1,서울 심층형,216.81875,8.0,도시 소비형,가성비 및 접근성,3,2,7,,2.0,3.0,4.0,,,,,,,,,,1734.55,1.0,,,,,,,,,,,,,,,,,11021,,,,,2,1.0,5.0,1.0,2.0,,,5.0,,,,,,,,,,,,,,,,서울 집중형
10904,4,재방문,여행 편의성,복합형(가족+친구),1,서울 단기형,770.625,4.0,특수 목적,K-컬처형,97,2,7,1.0,2.0,,,,,,,,,,,,3082.5,1.0,,,,,,,,,,,,,,,,,11910,11012.0,,,,12,3.0,1.0,1.0,2.0,3.0,,5.0,6.0,7.0,,,,,12.0,,,,,,,,,서울 집중형
10909,4,첫방문,여행 편의성,가족형,1,서울 단기형,230.25,5.0,"역사, 전통, 자연",가성비 및 접근성,3,2,7,1.0,2.0,3.0,,,,7.0,,,,,,,1151.25,1.0,,,,,,,,,,,,,,,,,11012,,,,,5,1.0,2.0,1.0,2.0,3.0,4.0,5.0,,7.0,,,,,,,,,,,,,,서울 집중형
10913,4,재방문,안전 및 퀄리티,가족형,1,서울 심층형,330.75,10.0,"역사, 전통, 자연",경험 및 관계,97,2,7,1.0,2.0,3.0,,5.0,6.0,,,,,,,,3307.5,1.0,,,,,,,,,,,,,,,,,11001,,,,,1,5.0,6.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,,9.0,,,12.0,13.0,,,,,,,,서울 집중형
10914,5,첫방문,안전 및 퀄리티,가족형,1,서울 심층형,241.777777777778,6.0,"역사, 전통, 자연",K-컬처형,5,2,7,,2.0,3.0,,,,7.0,,,,,,,1450.66666666667,1.0,,,,,,,,,,,,,,,,,11001,,,,,5,1.0,2.0,1.0,2.0,,,5.0,,,,,,,,,,,,,,,,서울 집중형
10916,2,첫방문,가성비,친구형,1,서울 단기형,413.333333333333,3.0,도시 소비형,K-컬처형,2,2,7,1.0,,3.0,,5.0,,,,,,,,,1240.0,1.0,,,,,,,,,,,,,,,,,11012,,,,,6,5.0,1.0,1.0,2.0,3.0,,5.0,6.0,,,,,,,13.0,,,,,,,,서울 집중형
10920,4,재방문,여행 편의성,가족형,1,서울 단기형,414.45,5.0,경험형,경험 및 관계,3,1,7,1.0,2.0,3.0,,,,7.0,,,,,,,2072.25,1.0,,,,,,,,,,,,,,,,,11012,,,,,1,2.0,5.0,1.0,2.0,,,5.0,,7.0,,,,,,13.0,,,,,,,,서울 집중형
